id	gocat	goterm	goid
slr0616	B	transport	GO:0006810
slr0616	C	membrane	GO:0016020
slr0616	M	transporter activity	GO:0005215
slr0617	B	chloride transport	GO:0006821
slr0617	B	transmembrane transport	GO:0055085
slr0617	C	membrane	GO:0016020
slr0617	M	ion channel activity	GO:0005216
slr0617	M	voltage-gated chloride channel activity	GO:0005247
slr0369	B	transport	GO:0006810
slr0369	C	integral to membrane	GO:0016021
slr0369	C	membrane	GO:0016020
slr0369	M	transporter activity	GO:0005215
slr0394	B	glycolysis	GO:0006096
slr0394	M	phosphoglycerate kinase activity	GO:0004618
slr0338	B	metabolic process	GO:0008152
slr0338	B	oxidation reduction	GO:0055114
slr0338	M	binding	GO:0005488
slr0338	M	catalytic activity	GO:0003824
slr0338	M	oxidoreductase activity	GO:0016491
slr0348	B	isopentenyl diphosphate biosynthetic process, mevalonate-independent pathway	GO:0019288
slr0348	B	oxidation reduction	GO:0055114
slr0379	B	dTDP biosynthetic process	GO:0006233
slr0379	M	ATP binding	GO:0005524
slr0379	M	thymidylate kinase activity	GO:0004798
slr0384	B	biosynthetic process	GO:0009058
slr0444	B	aromatic amino acid family biosynthetic process	GO:0009073
slr0444	C	cytoplasm	GO:0005737
slr0444	M	3-phosphoshikimate 1-carboxyvinyltransferase activity	GO:0003866
slr0444	M	catalytic activity	GO:0003824
slr0444	M	transferase activity, transferring alkyl or aryl (other than methyl) groups	GO:0016765
slr0453	B	carbohydrate metabolic process	GO:0005975
slr0453	B	metabolic process	GO:0008152
slr0453	M	aldehyde-lyase activity	GO:0016832
slr0453	M	catalytic activity	GO:0003824
slr0454	B	transport	GO:0006810
slr0454	C	membrane	GO:0016020
slr0454	M	transporter activity	GO:0005215
slr0519	M	ligase activity, forming carbon-nitrogen bonds	GO:0016879
slr0549	B	cellular amino acid biosynthetic process	GO:0008652
slr0549	B	cellular amino acid metabolic process	GO:0006520
slr0549	B	metabolic process	GO:0008152
slr0549	C	cytoplasm	GO:0005737
slr0549	M	NAD or NADH binding	GO:0051287
slr0549	M	binding	GO:0005488
slr0549	M	catalytic activity	GO:0003824
slr0549	M	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0016620
slr0549	M	protein dimerization activity	GO:0046983
slr0597	B	IMP biosynthetic process	GO:0006188
slr0597	B	purine nucleotide biosynthetic process	GO:0006164
slr0597	M	IMP cyclohydrolase activity	GO:0003937
slr0597	M	catalytic activity	GO:0003824
slr0597	M	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	GO:0004643
slr0603	B	DNA replication	GO:0006260
slr0603	B	intein-mediated protein splicing	GO:0016539
slr0603	C	cytoplasm	GO:0005737
slr0603	M	3'-5' exonuclease activity	GO:0008408
slr0603	M	DNA binding	GO:0003677
slr0603	M	DNA-directed DNA polymerase activity	GO:0003887
slr0603	M	catalytic activity	GO:0003824
slr0612	B	RNA modification	GO:0009451
slr0612	B	pseudouridine synthesis	GO:0001522
slr0612	M	RNA binding	GO:0003723
slr0612	M	intramolecular transferase activity	GO:0016866
slr0612	M	pseudouridine synthase activity	GO:0009982
slr0618	B	cobalamin biosynthetic process	GO:0009236
slr0618	M	catalytic activity	GO:0003824
slr0619	B	metabolic process	GO:0008152
slr0619	M	catalytic activity	GO:0003824
slr0623	B	cell redox homeostasis	GO:0045454
slr0623	B	glycerol ether metabolic process	GO:0006662
slr0623	M	electron carrier activity	GO:0009055
slr0623	M	protein disulfide oxidoreductase activity	GO:0015035
slr0624	B	UDP-N-acetylglucosamine metabolic process	GO:0006047
slr0624	B	lipopolysaccharide biosynthetic process	GO:0009103
slr0624	M	UDP-N-acetylglucosamine 2-epimerase activity	GO:0008761
slr0625	B	L-glutamate transport	GO:0015813
slr0625	C	integral to membrane	GO:0016021
slr0625	M	glutamate:sodium symporter activity	GO:0015501
slr0626	M	binding	GO:0005488
slr0628	B	translation	GO:0006412
slr0628	C	intracellular	GO:0005622
slr0628	C	ribosome	GO:0005840
slr0628	M	structural constituent of ribosome	GO:0003735
slr0630	M	hydrolase activity	GO:0016787
slr0633	B	metabolic process	GO:0008152
slr0633	B	thiamin biosynthetic process	GO:0009228
slr0633	M	FAD binding	GO:0050660
slr0633	M	catalytic activity	GO:0003824
slr0633	M	oxidoreductase activity	GO:0016491
slr0635	B	glycine catabolic process	GO:0006546
slr0635	C	cytoplasm	GO:0005737
slr0635	M	aminomethyltransferase activity	GO:0004047
slr0636	B	cobalamin biosynthetic process	GO:0009236
slr0636	M	cobalamin 5'-phosphate synthase activity	GO:0008818
slr0638	B	glycyl-tRNA aminoacylation	GO:0006426
slr0638	B	translation	GO:0006412
slr0638	C	cytoplasm	GO:0005737
slr0638	M	ATP binding	GO:0005524
slr0638	M	glycine-tRNA ligase activity	GO:0004820
slr0638	M	nucleotide binding	GO:0000166
slr0639	B	transmembrane transport	GO:0055085
slr0639	C	membrane	GO:0016020
slr0640	B	peptidyl-histidine phosphorylation	GO:0018106
slr0640	B	phosphorylation	GO:0016310
slr0640	B	signal transduction	GO:0007165
slr0640	C	membrane	GO:0016020
slr0640	M	ATP binding	GO:0005524
slr0640	M	protein histidine kinase activity	GO:0004673
slr0640	M	signal transducer activity	GO:0004871
slr0640	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
slr0640	M	two-component sensor activity	GO:0000155
slr0643	B	proteolysis	GO:0006508
slr0643	M	metalloendopeptidase activity	GO:0004222
slr0644	B	metabolic process	GO:0008152
slr0644	B	oxidation reduction	GO:0055114
slr0644	B	tRNA processing	GO:0008033
slr0644	M	FAD binding	GO:0050660
slr0644	M	catalytic activity	GO:0003824
slr0644	M	oxidoreductase activity	GO:0016491
slr0644	M	tRNA dihydrouridine synthase activity	GO:0017150
slr0646	B	proteolysis	GO:0006508
slr0646	M	serine-type carboxypeptidase activity	GO:0004185
slr0649	B	methionyl-tRNA aminoacylation	GO:0006431
slr0649	B	tRNA aminoacylation for protein translation	GO:0006418
slr0649	B	translation	GO:0006412
slr0649	C	cytoplasm	GO:0005737
slr0649	M	ATP binding	GO:0005524
slr0649	M	aminoacyl-tRNA ligase activity	GO:0004812
slr0649	M	methionine-tRNA ligase activity	GO:0004825
slr0649	M	nucleotide binding	GO:0000166
slr0652	B	histidine biosynthetic process	GO:0000105
slr0652	B	metabolic process	GO:0008152
slr0652	M	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	GO:0003949
slr0652	M	catalytic activity	GO:0003824
slr0653	B	regulation of transcription, DNA-dependent	GO:0006355
slr0653	B	transcription initiation	GO:0006352
slr0653	M	DNA binding	GO:0003677
slr0653	M	sigma factor activity	GO:0016987
slr0653	M	transcription factor activity	GO:0003700
slr0657	B	biosynthetic process	GO:0009058
slr0657	B	cellular amino acid biosynthetic process	GO:0008652
slr0657	B	metabolic process	GO:0008152
slr0657	M	amino acid binding	GO:0016597
slr0657	M	aspartate kinase activity	GO:0004072
slr0658	B	innate immune response	GO:0045087
slr0658	B	signal transduction	GO:0007165
slr0658	C	intrinsic to membrane	GO:0031224
slr0658	M	transmembrane receptor activity	GO:0004888
slr0659	B	proteolysis	GO:0006508
slr0659	M	metalloendopeptidase activity	GO:0004222
slr0661	B	metabolic process	GO:0008152
slr0661	B	oxidation reduction	GO:0055114
slr0661	B	proline biosynthetic process	GO:0006561
slr0661	M	binding	GO:0005488
slr0661	M	catalytic activity	GO:0003824
slr0661	M	pyrroline-5-carboxylate reductase activity	GO:0004735
slr0662	B	arginine catabolic process	GO:0006527
slr0662	B	spermidine biosynthetic process	GO:0008295
slr0662	M	arginine decarboxylase activity	GO:0008792
slr0662	M	catalytic activity	GO:0003824
slr0665	B	metabolic process	GO:0008152
slr0665	B	tricarboxylic acid cycle	GO:0006099
slr0665	M	4 iron, 4 sulfur cluster binding	GO:0051539
slr0665	M	aconitate hydratase activity	GO:0003994
slr0665	M	protein binding	GO:0005515
slr0670	B	response to stress	GO:0006950
slr0676	B	sulfate assimilation	GO:0000103
slr0676	M	ATP binding	GO:0005524
slr0676	M	kinase activity	GO:0016301
slr0676	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
slr0677	B	transport	GO:0006810
slr0677	C	membrane	GO:0016020
slr0677	M	protein transporter activity	GO:0008565
slr0678	B	transport	GO:0006810
slr0678	C	membrane	GO:0016020
slr0678	M	transporter activity	GO:0005215
slr0679	B	rRNA processing	GO:0006364
slr0679	B	regulation of transcription, DNA-dependent	GO:0006355
slr0679	M	RNA binding	GO:0003723
slr0679	M	methyltransferase activity	GO:0008168
slr0679	M	rRNA methyltransferase activity	GO:0008649
slr0682	B	histidine biosynthetic process	GO:0000105
slr0682	B	metabolic process	GO:0008152
slr0682	B	oxidation reduction	GO:0055114
slr0682	M	NAD or NADH binding	GO:0051287
slr0682	M	histidinol dehydrogenase activity	GO:0004399
slr0682	M	oxidoreductase activity	GO:0016491
slr0682	M	zinc ion binding	GO:0008270
slr0687	B	protein-chromophore linkage	GO:0018298
slr0687	B	regulation of transcription	GO:0045449
slr0687	B	regulation of transcription, DNA-dependent	GO:0006355
slr0687	B	sensory perception	GO:0007600
slr0687	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr0687	M	G-protein coupled photoreceptor activity	GO:0008020
slr0687	M	two-component response regulator activity	GO:0000156
slr0692	M	ATP binding	GO:0005524
slr0692	M	nucleic acid binding	GO:0003676
slr0692	M	nucleoside-triphosphatase activity	GO:0017111
slr0692	M	nucleotide binding	GO:0000166
slr0697	M	catalytic activity	GO:0003824
slr0697	M	hydrolase activity	GO:0016787
slr0698	B	cAMP biosynthetic process	GO:0006171
slr0698	M	adenylate cyclase activity	GO:0004016
slr0700	B	amino acid transport	GO:0006865
slr0700	B	transmembrane transport	GO:0055085
slr0700	B	transport	GO:0006810
slr0700	C	membrane	GO:0016020
slr0700	M	amino acid transmembrane transporter activity	GO:0015171
slr0701	B	regulation of transcription, DNA-dependent	GO:0006355
slr0701	M	nucleotide binding	GO:0000166
slr0701	M	transcription factor activity	GO:0003700
slr0703	B	transposition, DNA-mediated	GO:0006313
slr0703	M	DNA binding	GO:0003677
slr0703	M	transposase activity	GO:0004803
slr0707	B	DNA replication	GO:0006260
slr0707	B	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	GO:0006139
slr0707	C	intracellular	GO:0005622
slr0707	M	3'-5' exonuclease activity	GO:0008408
slr0707	M	5'-3' exonuclease activity	GO:0008409
slr0707	M	DNA binding	GO:0003677
slr0707	M	DNA-directed DNA polymerase activity	GO:0003887
slr0707	M	catalytic activity	GO:0003824
slr0707	M	nucleic acid binding	GO:0003676
slr0710	B	cellular amino acid metabolic process	GO:0006520
slr0710	B	metabolic process	GO:0008152
slr0710	B	oxidation reduction	GO:0055114
slr0710	M	binding	GO:0005488
slr0710	M	catalytic activity	GO:0003824
slr0710	M	oxidoreductase activity	GO:0016491
slr0710	M	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	GO:0016639
slr0711	B	oxidation reduction	GO:0055114
slr0711	B	queuosine biosynthetic process	GO:0008616
slr0711	C	cytoplasm	GO:0005737
slr0711	M	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	GO:0046857
slr0713	B	queuosine biosynthetic process	GO:0008616
slr0713	B	tRNA modification	GO:0006400
slr0713	B	tRNA processing	GO:0008033
slr0713	M	queuine tRNA-ribosyltransferase activity	GO:0008479
slr0721	B	malate metabolic process	GO:0006108
slr0721	B	metabolic process	GO:0008152
slr0721	B	oxidation reduction	GO:0055114
slr0721	M	NAD or NADH binding	GO:0051287
slr0721	M	amino acid binding	GO:0016597
slr0721	M	binding	GO:0005488
slr0721	M	catalytic activity	GO:0003824
slr0721	M	malic enzyme activity	GO:0004470
slr0721	M	metal ion binding	GO:0046872
slr0721	M	oxidoreductase activity	GO:0016491
slr0721	M	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0016616
slr0733	B	DNA integration	GO:0015074
slr0733	B	DNA recombination	GO:0006310
slr0733	M	DNA binding	GO:0003677
slr0734	M	oxidoreductase activity	GO:0016491
slr0737	B	photosynthesis	GO:0015979
slr0737	C	photosystem I reaction center	GO:0009538
slr0738	B	biosynthetic process	GO:0009058
slr0738	B	tryptophan biosynthetic process	GO:0000162
slr0738	M	anthranilate synthase activity	GO:0004049
slr0738	M	oxo-acid-lyase activity	GO:0016833
slr0739	B	isoprenoid biosynthetic process	GO:0008299
slr0743	B	regulation of transcription termination	GO:0031554
slr0743	M	RNA binding	GO:0003723
slr0743	M	protein binding	GO:0005515
slr0743	M	transcription factor activity	GO:0003700
slr0743	M	transcription regulator activity	GO:0030528
slr0744	B	translational initiation	GO:0006413
slr0744	C	intracellular	GO:0005622
slr0744	M	GTP binding	GO:0005525
slr0744	M	GTPase activity	GO:0003924
slr0744	M	translation initiation factor activity	GO:0003743
slr0747	B	transport	GO:0006810
slr0747	C	ATP-binding cassette (ABC) transporter complex	GO:0043190
slr0747	M	ATP binding	GO:0005524
slr0747	M	ATPase activity	GO:0016887
slr0747	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
slr0747	M	nucleoside-triphosphatase activity	GO:0017111
slr0747	M	nucleotide binding	GO:0000166
slr0747	M	transporter activity	GO:0005215
slr0750	B	chlorophyll biosynthetic process	GO:0015995
slr0750	B	oxidation reduction	GO:0055114
slr0750	B	photosynthesis, dark reaction	GO:0019685
slr0750	M	oxidoreductase activity	GO:0016491
slr0750	M	oxidoreductase activity, acting on iron-sulfur proteins as donors	GO:0016730
slr0751	M	binding	GO:0005488
slr0752	B	glycolysis	GO:0006096
slr0752	C	phosphopyruvate hydratase complex	GO:0000015
slr0752	M	magnesium ion binding	GO:0000287
slr0752	M	phosphopyruvate hydratase activity	GO:0004634
slr0753	B	citrate transport	GO:0015746
slr0753	B	transmembrane transport	GO:0055085
slr0753	C	integral to membrane	GO:0016021
slr0753	M	arsenite transmembrane transporter activity	GO:0015105
slr0753	M	citrate transmembrane transporter activity	GO:0015137
slr0756	B	circadian rhythm	GO:0007623
slr0756	B	protein amino acid phosphorylation	GO:0006468
slr0756	M	protein binding	GO:0005515
slr0757	B	circadian rhythm	GO:0007623
slr0757	B	rhythmic process	GO:0048511
slr0758	B	regulation of circadian rhythm	GO:0042752
slr0758	B	regulation of transcription	GO:0045449
slr0758	M	ATP binding	GO:0005524
slr0758	M	DNA binding	GO:0003677
slr0758	M	magnesium ion binding	GO:0000287
slr0758	M	protein serine/threonine kinase activity	GO:0004674
slr0765	B	transmembrane transport	GO:0055085
slr0765	C	membrane	GO:0016020
slr0772	B	chlorophyll biosynthetic process	GO:0015995
slr0772	B	oxidation reduction	GO:0055114
slr0772	B	photosynthesis	GO:0015979
slr0772	B	photosynthesis, dark reaction	GO:0019685
slr0772	B	pigment biosynthetic process	GO:0046148
slr0772	M	oxidoreductase activity	GO:0016491
slr0772	M	oxidoreductase activity, acting on iron-sulfur proteins as donors	GO:0016730
slr0773	B	metabolic process	GO:0008152
slr0773	B	potassium ion transport	GO:0006813
slr0773	M	binding	GO:0005488
slr0773	M	catalytic activity	GO:0003824
slr0773	M	cation transmembrane transporter activity	GO:0008324
slr0775	B	intracellular protein transport	GO:0006886
slr0775	B	protein secretion by the type II secretion system	GO:0015628
slr0775	C	type II protein secretion system complex	GO:0015627
slr0775	M	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	GO:0015450
slr0775	M	protein transporter activity	GO:0008565
slr0776	B	lipid A biosynthetic process	GO:0009245
slr0776	M	transferase activity	GO:0016740
slr0776	M	transferase activity, transferring acyl groups other than amino-acyl groups	GO:0016747
slr0782	B	oxidation reduction	GO:0055114
slr0782	M	oxidoreductase activity	GO:0016491
slr0783	B	metabolic process	GO:0008152
slr0783	M	catalytic activity	GO:0003824
slr0783	M	triose-phosphate isomerase activity	GO:0004807
slr0786	B	cellular process	GO:0009987
slr0786	B	proteolysis	GO:0006508
slr0786	M	aminopeptidase activity	GO:0004177
slr0786	M	metalloexopeptidase activity	GO:0008235
slr0787	B	biosynthetic process	GO:0009058
slr0787	M	catalytic activity	GO:0003824
slr0787	M	hydrolase activity	GO:0016787
slr0787	M	nucleotidyltransferase activity	GO:0016779
slr0790	B	DNA repair	GO:0006281
slr0790	M	DNA-directed DNA polymerase activity	GO:0003887
slr0790	M	damaged DNA binding	GO:0003684
slr0794	B	cation transport	GO:0006812
slr0794	B	transport	GO:0006810
slr0794	C	integral to membrane	GO:0016021
slr0794	C	membrane	GO:0016020
slr0794	M	cation transmembrane transporter activity	GO:0008324
slr0794	M	transporter activity	GO:0005215
slr0795	B	cell wall macromolecule catabolic process	GO:0016998
slr0795	B	peptidoglycan catabolic process	GO:0009253
slr0795	M	lysozyme activity	GO:0003796
slr0796	B	transmembrane transport	GO:0055085
slr0797	B	ATP biosynthetic process	GO:0006754
slr0797	B	metabolic process	GO:0008152
slr0797	B	metal ion transport	GO:0030001
slr0797	C	integral to membrane	GO:0016021
slr0797	C	membrane	GO:0016020
slr0797	M	ATP binding	GO:0005524
slr0797	M	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
slr0797	M	catalytic activity	GO:0003824
slr0797	M	hydrolase activity	GO:0016787
slr0797	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
slr0797	M	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	GO:0016818
slr0797	M	metal ion binding	GO:0046872
slr0797	M	metal ion transmembrane transporter activity	GO:0046873
slr0798	B	ATP biosynthetic process	GO:0006754
slr0798	B	cation transport	GO:0006812
slr0798	B	metabolic process	GO:0008152
slr0798	B	metal ion transport	GO:0030001
slr0798	C	integral to membrane	GO:0016021
slr0798	C	membrane	GO:0016020
slr0798	M	ATP binding	GO:0005524
slr0798	M	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
slr0798	M	catalytic activity	GO:0003824
slr0798	M	cation channel activity	GO:0005261
slr0798	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
slr0798	M	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	GO:0016818
slr0798	M	metal ion binding	GO:0046872
slr0798	M	metal ion transmembrane transporter activity	GO:0046873
slr0800	B	transposition, DNA-mediated	GO:0006313
slr0800	M	DNA binding	GO:0003677
slr0800	M	transposase activity	GO:0004803
slr0804	B	proteolysis	GO:0006508
slr0804	M	serine-type carboxypeptidase activity	GO:0004185
slr0806	M	FAD binding	GO:0050660
slr0806	M	catalytic activity	GO:0003824
slr0806	M	oxidoreductase activity	GO:0016491
slr0807	B	proteolysis	GO:0006508
slr0807	M	endopeptidase activity	GO:0004175
slr0807	M	metalloendopeptidase activity	GO:0004222
slr0807	M	zinc ion binding	GO:0008270
slr0808	B	rRNA processing	GO:0006364
slr0808	C	ribosome	GO:0005840
slr0808	M	ribosome binding	GO:0043022
slr0809	B	cellular metabolic process	GO:0044237
slr0809	B	metabolic process	GO:0008152
slr0809	M	binding	GO:0005488
slr0809	M	catalytic activity	GO:0003824
slr0809	M	coenzyme binding	GO:0050662
slr0812	B	positive regulation of transcription	GO:0045941
slr0812	M	transcription activator activity	GO:0016563
slr0817	B	biosynthetic process	GO:0009058
slr0817	M	isochorismate synthase activity	GO:0008909
slr0819	B	lipoprotein biosynthetic process	GO:0042158
slr0819	B	nitrogen compound metabolic process	GO:0006807
slr0819	C	integral to membrane	GO:0016021
slr0819	M	N-acyltransferase activity	GO:0016410
slr0819	M	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	GO:0016810
slr0822	B	ATP biosynthetic process	GO:0006754
slr0822	B	cation transport	GO:0006812
slr0822	B	metabolic process	GO:0008152
slr0822	C	membrane	GO:0016020
slr0822	M	ATP binding	GO:0005524
slr0822	M	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
slr0822	M	catalytic activity	GO:0003824
slr0822	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
slr0823	M	binding	GO:0005488
slr0829	B	regulation of transcription, DNA-dependent	GO:0006355
slr0829	B	signal transduction	GO:0007165
slr0829	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr0829	C	integral to membrane	GO:0016021
slr0829	M	signal transducer activity	GO:0004871
slr0829	M	two-component sensor activity	GO:0000155
slr0833	B	DNA replication	GO:0006260
slr0833	B	intein-mediated protein splicing	GO:0016539
slr0833	C	ribonucleoside-diphosphate reductase complex	GO:0005971
slr0833	M	ATP binding	GO:0005524
slr0833	M	DNA binding	GO:0003677
slr0833	M	DNA helicase activity	GO:0003678
slr0833	M	endonuclease activity	GO:0004519
slr0833	M	ribonucleoside-diphosphate reductase activity	GO:0004748
slr0835	M	ATP binding	GO:0005524
slr0835	M	ATPase activity	GO:0016887
slr0836	B	cellular metabolic process	GO:0044237
slr0836	B	metabolic process	GO:0008152
slr0836	B	nucleotide-sugar metabolic process	GO:0009225
slr0836	M	binding	GO:0005488
slr0836	M	catalytic activity	GO:0003824
slr0836	M	coenzyme binding	GO:0050662
slr0836	M	dTDP-glucose 4,6-dehydratase activity	GO:0008460
slr0838	B	'de novo' IMP biosynthetic process	GO:0006189
slr0838	C	cytoplasm	GO:0005737
slr0838	M	catalytic activity	GO:0003824
slr0838	M	phosphoribosylformylglycinamidine cyclo-ligase activity	GO:0004641
slr0839	B	heme biosynthetic process	GO:0006783
slr0839	M	ferrochelatase activity	GO:0004325
slr0842	B	regulation of protein amino acid phosphorylation	GO:0001932
slr0842	C	cAMP-dependent protein kinase complex	GO:0005952
slr0842	M	cAMP-dependent protein kinase regulator activity	GO:0008603
slr0844	B	ATP synthesis coupled electron transport	GO:0042773
slr0844	B	oxidation reduction	GO:0055114
slr0844	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
slr0847	B	biosynthetic process	GO:0009058
slr0847	B	coenzyme A biosynthetic process	GO:0015937
slr0847	M	catalytic activity	GO:0003824
slr0847	M	nucleotidyltransferase activity	GO:0016779
slr0847	M	pantetheine-phosphate adenylyltransferase activity	GO:0004595
slr0851	B	oxidation reduction	GO:0055114
slr0851	M	FAD binding	GO:0050660
slr0851	M	oxidoreductase activity	GO:0016491
slr0853	B	N-terminal protein amino acid acetylation	GO:0006474
slr0853	B	metabolic process	GO:0008152
slr0853	M	N-acetyltransferase activity	GO:0008080
slr0853	M	acetyltransferase activity	GO:0016407
slr0854	B	DNA repair	GO:0006281
slr0854	M	DNA photolyase activity	GO:0003913
slr0861	B	purine ribonucleotide biosynthetic process	GO:0009152
slr0861	M	ATP binding	GO:0005524
slr0861	M	catalytic activity	GO:0003824
slr0861	M	hydroxymethyl-, formyl- and related transferase activity	GO:0016742
slr0861	M	magnesium ion binding	GO:0000287
slr0862	B	metabolic process	GO:0008152
slr0862	B	phosphorylation	GO:0016310
slr0862	M	ATP binding	GO:0005524
slr0862	M	kinase activity	GO:0016301
slr0864	M	ATP binding	GO:0005524
slr0864	M	ATPase activity	GO:0016887
slr0864	M	nucleoside-triphosphatase activity	GO:0017111
slr0864	M	nucleotide binding	GO:0000166
slr0868	B	protein amino acid phosphorylation	GO:0006468
slr0868	M	ATP binding	GO:0005524
slr0868	M	protein kinase activity	GO:0004672
slr0869	M	GTP binding	GO:0005525
slr0869	M	GTPase activity	GO:0003924
slr0875	B	transport	GO:0006810
slr0875	C	integral to membrane	GO:0016021
slr0875	M	ion channel activity	GO:0005216
slr0876	B	oxidation reduction	GO:0055114
slr0876	M	oxidoreductase activity	GO:0016491
slr0877	B	translation	GO:0006412
slr0877	M	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	GO:0016884
slr0878	B	cell wall macromolecule catabolic process	GO:0016998
slr0878	B	proteolysis	GO:0006508
slr0878	M	metalloendopeptidase activity	GO:0004222
slr0879	B	glycine catabolic process	GO:0006546
slr0879	C	glycine cleavage complex	GO:0005960
slr0879	C	mitochondrion	GO:0005739
slr0882	C	integral to membrane	GO:0016021
slr0886	B	fatty acid biosynthetic process	GO:0006633
slr0886	B	metabolic process	GO:0008152
slr0886	B	oxidation reduction	GO:0055114
slr0886	M	3-oxoacyl-[acyl-carrier-protein] reductase activity	GO:0004316
slr0886	M	NAD or NADH binding	GO:0051287
slr0886	M	binding	GO:0005488
slr0886	M	catalytic activity	GO:0003824
slr0886	M	oxidoreductase activity	GO:0016491
slr0887	B	metabolic process	GO:0008152
slr0887	M	catalytic activity	GO:0003824
slr0889	B	protein amino acid phosphorylation	GO:0006468
slr0889	M	ATP binding	GO:0005524
slr0889	M	protein kinase activity	GO:0004672
slr0891	B	peptidoglycan catabolic process	GO:0009253
slr0891	M	N-acetylmuramoyl-L-alanine amidase activity	GO:0008745
slr0895	B	regulation of transcription	GO:0045449
slr0895	B	regulation of transcription, DNA-dependent	GO:0006355
slr0895	M	DNA binding	GO:0003677
slr0895	M	transcription factor activity	GO:0003700
slr0896	B	multidrug transport	GO:0006855
slr0896	B	transmembrane transport	GO:0055085
slr0896	C	membrane	GO:0016020
slr0896	M	antiporter activity	GO:0015297
slr0896	M	drug transmembrane transporter activity	GO:0015238
slr0897	B	carbohydrate metabolic process	GO:0005975
slr0897	M	carbohydrate binding	GO:0030246
slr0897	M	catalytic activity	GO:0003824
slr0897	M	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553
slr0897	M	polysaccharide binding	GO:0030247
slr0898	B	oxidation reduction	GO:0055114
slr0898	M	heme binding	GO:0020037
slr0898	M	iron-sulfur cluster binding	GO:0051536
slr0898	M	oxidoreductase activity	GO:0016491
slr0749	B	chlorophyll biosynthetic process	GO:0015995
slr0749	B	oxidation reduction	GO:0055114
slr0749	B	photosynthesis, dark reaction	GO:0019685
slr0749	B	pigment biosynthetic process	GO:0046148
slr0749	M	ATP binding	GO:0005524
slr0749	M	oxidoreductase activity	GO:0016491
slr0749	M	oxidoreductase activity, acting on iron-sulfur proteins as donors	GO:0016730
slr0774	B	intracellular protein transport	GO:0006886
slr0774	B	protein secretion by the type II secretion system	GO:0015628
slr0774	B	transport	GO:0006810
slr0774	C	membrane	GO:0016020
slr0774	C	type II protein secretion system complex	GO:0015627
slr0774	M	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	GO:0015450
slr0774	M	protein transporter activity	GO:0008565
slr0774	M	transporter activity	GO:0005215
slr0827	B	alanine metabolic process	GO:0006522
slr0827	M	alanine racemase activity	GO:0008784
slr0827	M	catalytic activity	GO:0003824
slr0884	B	glucose metabolic process	GO:0006006
slr0884	B	metabolic process	GO:0008152
slr0884	B	oxidation reduction	GO:0055114
slr0884	M	NAD or NADH binding	GO:0051287
slr0884	M	binding	GO:0005488
slr0884	M	catalytic activity	GO:0003824
slr0884	M	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	GO:0004365
slr0884	M	glyceraldehyde-3-phosphate dehydrogenase activity	GO:0008943
slr0746	M	acid phosphatase activity	GO:0003993
slr0681	B	transmembrane transport	GO:0055085
slr0681	C	integral to membrane	GO:0016021
slr0722	B	activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway	GO:0007205
slr0722	B	rRNA processing	GO:0006364
slr0722	M	diacylglycerol kinase activity	GO:0004143
slr0722	M	methyltransferase activity	GO:0008168
slr0821	B	sulfur metabolic process	GO:0006790
slr0899	B	cyanate metabolic process	GO:0009439
slr0899	B	metabolic process	GO:0008152
slr0899	M	DNA binding	GO:0003677
slr0899	M	cyanate hydratase activity	GO:0008824
slr0899	M	hydro-lyase activity	GO:0016836
slr0900	B	Mo-molybdopterin cofactor biosynthetic process	GO:0006777
slr0900	B	molybdopterin cofactor biosynthetic process	GO:0032324
