idone	gname	id	cog	ref.prot
16330304	-	sll2011	COG0602O	NP_441032.1
16330305	murD	sll2010	COG0771M	NP_441033.1
16330306	-	sll2009	COG0612R	NP_441034.1
16330307	-	sll2008	COG0612R	NP_441035.1
16330308	hupE	slr2135	COG2370O	NP_441036.1
16330309	ispG	slr2136	COG0821I	NP_441037.1
16330310	-	sll2007	COG1403V	NP_441038.1
16330311	-	sll2006	-	NP_441039.1
16330312	gyrB	sll2005	COG0187L	NP_441040.1
16330313	-	ssl3829	-	NP_441041.1
16330314	psbY	sml0007	-	NP_441042.1
16330315	-	slr2141	COG0685E	NP_441043.1
16330316	-	sll2003	COG1807M	NP_441044.1
16330317	cefD	slr2143	COG0520E	NP_441045.1
16330318	-	sll2002	-	NP_441046.1
16330319	-	slr2144	-	NP_441047.1
16330320	mbpA	slr1803	COG0338L	NP_441048.1
16330321	-	sll1710	COG3293L	NP_441049.1
16330322	gdh	sll1709	COG1028IQR	NP_441050.1
16330323	-	ssl3291	COG2343S	NP_441051.1
16330324	-	sll1708	COG2197TK	NP_441052.1
16330325	-	slr1805	COG3447T	NP_441053.1
16330326	csgA	sll1704	COG1028IQR	NP_441054.1
16330327	sppA	sll1703	COG0616OU	NP_441055.1
16330328	-	sll1702	-	NP_441056.1
16330329	-	slr1807	COG2267I	NP_441057.1
16330331	-	slr1809	-	NP_441059.1
16330332	-	sll1699	COG0747E	NP_441060.1
16330333	-	sll1698	-	NP_441061.1
16330334	-	sll1697	COG2006S	NP_441062.1
16330335	-	slr1811	-	NP_441063.1
16330336	-	slr1812	-	NP_441064.1
16330337	-	slr1813	-	NP_441065.1
16330338	-	slr1814	-	NP_441066.1
16330339	-	slr1815	COG4627S	NP_441067.1
16330340	-	slr1816	COG3914O	NP_441068.1
16330341	-	sll1696	-	NP_441069.1
16330342	hofG	sll1695	COG2165NU	NP_441070.1
16330343	hofG	sll1694	-	NP_441071.1
16330344	-	sll1693	COG2227H	NP_441072.1
16330345	-	slr1818	-	NP_441073.1
16330346	-	sll1692	-	NP_441074.1
16330347	-	sll1691	COG5464S	NP_441075.1
16330348	-	slr1819	COG1357S	NP_441076.1
16330349	rpoD	sll1689	COG0568K	NP_441077.1
16330350	thrC	sll1688	COG0498E	NP_441078.1
16330351	-	slr1820	COG1807M	NP_441079.1
16330352	-	sll1687	COG3706T	NP_441080.1
16330353	-	slr1821	COG0750M	NP_441081.1
16330354	nth	slr1822	COG0177L	NP_441082.1
16330355	-	slr1732	-	NP_441083.1
16330356	-	sll1631	COG0590FJ	NP_441084.1
16330357	-	sll1630	-	NP_441085.1
16330358	phr	sll1629	COG0415L	NP_441086.1
16330359	-	sll1628	COG0457R	NP_441087.1
16330360	opcA	slr1734	COG3429G	NP_441088.1
16330361	-	slr1735	COG1126E	NP_441089.1
16330362	lexA	sll1626	COG1974KT	NP_441090.1
16330363	sdhB	sll1625	COG0479C	NP_441091.1
16330364	-	sll1624	COG3437KT	NP_441092.1
16330365	-	sll1623	COG1122P	NP_441093.1
16330366	ubiA	slr1736	COG0382H	NP_441094.1
16330367	-	slr1737	-	NP_441095.1
16330368	-	sll1621	COG0678O	NP_441096.1
16330369	-	slr1738	COG0735P	NP_441097.1
16330370	-	sll1620	COG4446S	NP_441098.1
16330371	-	slr1739	-	NP_441099.1
16330372	-	slr1740	COG0747E	NP_441100.1
16330373	-	sll1618	-	NP_441101.1
16330374	-	slr1742	COG3442R	NP_441102.1
16330375	ndh	slr1743	COG1252C	NP_441103.1
16330376	amiA	slr1744	COG0860M	NP_441104.1
16330377	murI	slr1746	COG0796M	NP_441105.1
16330378	-	slr1747	COG4638PR	NP_441106.1
16330379	ndh	slr0851	COG1252C	NP_441107.1
16330380	-	slr0852	-	NP_441108.1
16330381	rimI	slr0853	COG0456R	NP_441109.1
16330382	phr	slr0854	COG0415L	NP_441110.1
16330383	-	sll0858	COG3678UNTP	NP_441111.1
16330384	-	sll0857	-	NP_441112.1
16330385	rpoE	sll0856	COG1595K	NP_441113.1
16330386	-	sll0855	COG0038P	NP_441114.1
16330387	-	sll0854	COG2367V	NP_441115.1
16330388	-	sll0853	-	NP_441116.1
16330389	-	slr0856	COG3415L	NP_441117.1
16330390	-	slr0857	COG3335L	NP_441118.1
16330391	psbC	sll0851	-	NP_441119.1
16330392	psbD	sll0849	-	NP_441120.1
16330393	dnaA	sll0848	COG0593L	NP_441121.1
16330394	-	sll0847	COG2149S	NP_441122.1
16330395	purT	slr0861	COG0027F	NP_441123.1
16330396	-	sll0846	COG3339S	NP_441124.1
16330397	lmbP	slr0862	COG2605R	NP_441125.1
16330398	-	slr0863	COG0312R	NP_441126.1
16330399	mnmA	sll0844	COG0482J	NP_441127.1
16330400	-	sll0843	-	NP_441128.1
16330401	nplT	sll0842	COG0366G	NP_441129.1
16330402	-	slr0864	COG0488R	NP_441130.1
16330403	-	slr0865	COG4301S	NP_441131.1
16330404	-	sll0839	-	NP_441132.1
16330405	pyrF	sll0838	COG0284F	NP_441133.1
16330406	-	sll0837	COG4783R	NP_441134.1
16330407	-	slr0867	-	NP_441135.1
16330408	-	slr0868	-	NP_441136.1
16330409	-	slr0869	COG0699R	NP_441137.1
16330410	-	slr0870	-	NP_441138.1
16330411	-	slr0871	-	NP_441139.1
16330412	-	slr0872	-	NP_441140.1
16330413	mutS	sll1165	COG0249L	NP_441141.1
16330414	-	slr1243	COG1672R	NP_441142.1
16330415	-	sll1164	-	NP_441143.1
16330416	-	sll1163	COG1917S	NP_441144.1
16330417	-	sll1162	-	NP_441145.1
16330418	-	sll1161	COG2114T	NP_441146.1
16330419	-	sll1160	-	NP_441147.1
16330420	-	sll1159	COG1225O	NP_441148.1
16330421	-	sll1158	-	NP_441149.1
16330422	-	slr1245	COG0583K	NP_441150.1
16330423	-	ssr2078	COG3293L	NP_441151.1
16330424	-	slr1246	COG3293L	NP_441152.1
16330425	-	sll1157	COG1662L	NP_441153.1
16330426	-	sll1156	COG3677L	NP_441154.1
16330427	-	sll1155	-	NP_441155.1
16330428	norA	sll1154	COG2814G	NP_441156.1
16330429	pstS	slr1247	COG0226P	NP_441157.1
16330430	pstC	slr1248	COG0573P	NP_441158.1
16330431	pstA	slr1249	COG0581P	NP_441159.1
16330432	pstB	slr1250	COG1117P	NP_441160.1
16330433	cyp	slr1251	COG0652O	NP_441161.1
16330434	phhB	ssl2296	COG2154H	NP_441162.1
16330435	-	sll1151	COG1808S	NP_441163.1
16330436	-	ssr2087	-	NP_441164.1
16330437	-	sll1150	-	NP_441165.1
16330438	-	slr1253	-	NP_441166.1
16330439	pds	slr1254	COG3349S	NP_441167.1
16330440	pys	slr1255	COG1562I	NP_441168.1
16330441	-	sll1147	COG3788R	NP_441169.1
16330442	ureA	slr1256	COG0831E	NP_441170.1
16330443	-	slr1257	COG0834ET	NP_441171.1
16330444	-	slr1258	COG2859S	NP_441172.1
16330445	-	slr1259	COG0491R	NP_441173.1
16330446	-	slr1260	-	NP_441174.1
16330447	-	slr1261	COG0607P	NP_441175.1
16330448	-	slr1262	COG0730R	NP_441176.1
16330449	-	slr1263	-	NP_441177.1
16330450	-	sll1961	COG1725K	NP_441178.1
16330451	-	sll1960	-	NP_441179.1
16330452	suhB	sll1959	COG0483G	NP_441180.1
16330453	hisC	sll1958	COG0079E	NP_441181.1
16330454	arsA	sll1957	COG0640K	NP_441182.1
16330455	apqZ	slr2057	COG0580G	NP_441183.1
16330456	topA	slr2058	COG0550L	NP_441184.1
16330457	-	slr2059	COG1143C	NP_441185.1
16330458	-	slr2060	COG0204I	NP_441186.1
16330459	-	sll1956	COG4636S	NP_441187.1
16330460	-	sll1954	-	NP_441188.1
16330461	-	ssl3692	-	NP_441189.1
16330462	-	slr2062	COG0675L	NP_441190.1
16330463	-	sll1951	COG2931Q	NP_441191.1
16330464	-	sll1950	-	NP_441192.1
16330465	-	sll1949	-	NP_441193.1
16330466	apcA	slr2067	-	NP_441194.1
16330467	apcB	slr1986	-	NP_441195.1
16330468	apcC	ssr3383	-	NP_441196.1
16330469	prmA	sll1909	COG2264J	NP_441197.1
16330470	serA	sll1908	COG0111HE	NP_441198.1
16330471	-	slr1990	-	NP_441199.1
16330472	cyaA	slr1991	COG2114T	NP_441200.1
16330473	-	slr1992	COG0386O	NP_441201.1
16330474	thl	slr1993	COG0183I	NP_441202.1
16330475	fabG	slr1994	COG1028IQR	NP_441203.1
16330476	-	sll1906	-	NP_441204.1
16330477	-	sll1905	COG0642T	NP_441205.1
16330478	-	slr1998	COG0644C	NP_441206.1
16330479	-	slr1999	COG1724N	NP_441207.1
16330480	-	slr2000	-	NP_441208.1
16330481	-	slr2001	COG4242QP	NP_441209.1
16330482	-	slr2002	COG1181M	NP_441210.1
16330483	-	slr2003	-	NP_441211.1
16330484	-	sll1902	COG0625O	NP_441212.1
16330485	-	ssr3402	-	NP_441213.1
16330486	-	slr2004	-	NP_441214.1
16330487	-	slr1712	COG5464S	NP_441215.1
16330488	trmE	sll1615	COG0486R	NP_441216.1
16330489	pma1	sll1614	COG0474P	NP_441217.1
16330490	-	sll1613	-	NP_441218.1
16330491	folC	sll1612	COG0285H	NP_441219.1
16330492	-	sll1611	COG3239I	NP_441220.1
16330493	-	slr1715	COG3415L	NP_441221.1
16330494	-	slr1716	COG3335L	NP_441222.1
16330495	-	sll1609	COG4636S	NP_441223.1
16330496	-	sll1608	COG1305E	NP_441224.1
16330497	-	slr1717	COG1606R	NP_441225.1
16330498	-	sll1606	COG1434S	NP_441226.1
16330499	fabZ	sll1605	COG0764I	NP_441227.1
16330500	-	slr1718	COG2045HR	NP_441228.1
16330501	drgA	slr1719	COG0778C	NP_441229.1
16330502	aspS	slr1720	COG0173J	NP_441230.1
16330503	-	slr1721	-	NP_441231.1
16330504	guaB	slr1722	COG0516F	NP_441232.1
16330505	lacG	slr1723	COG0395G	NP_441233.1
16330506	-	sll1601	COG3268S	NP_441234.1
16330507	-	slr1724	-	NP_441235.1
16330508	-	ssl3127	COG4177E	NP_441236.1
16330509	mntB	sll1600	COG1108P	NP_441237.1
16330510	mntA	sll1599	COG1121P	NP_441238.1
16330511	mntC	sll1598	COG0803P	NP_441239.1
16330512	-	ssr2898	COG3293L	NP_441240.1
16330513	-	sll1596	-	NP_441241.1
16330514	-	sll1595	COG0467T	NP_441242.1
16330515	-	slr1726	-	NP_441243.1
16330516	rbcR	sll1594	COG0583K	NP_441244.1
16330517	-	slr1727	COG0025P	NP_441245.1
16330518	-	sll1592	COG2197TK	NP_441246.1
16330519	-	sll1590	COG2205T	NP_441247.1
16330520	kdpA	slr1728	COG2060P	NP_441248.1
16330521	kdpB	slr1729	COG2216P	NP_441249.1
16330522	-	ssr2912	-	NP_441250.1
16330523	kdpC	slr1730	COG2156P	NP_441251.1
16330524	kdpD	slr1731	COG2205T	NP_441252.1
16330525	-	sll1586	COG2911S	NP_441253.1
16330526	-	sll0254	COG3349S	NP_441254.1
16330527	-	sll0253	-	NP_441255.1
16330528	cobA	slr0260	COG2109H	NP_441256.1
16330529	-	ssl0467	-	NP_441257.1
16330530	-	sll0252	COG2385D	NP_441258.1
16330531	ndhH	slr0261	COG0649C	NP_441259.1
16330532	-	slr0262	-	NP_441260.1
16330533	-	slr0263	-	NP_441261.1
16330534	-	slr0264	COG0429R	NP_441262.1
16330535	-	slr0265	COG3293L	NP_441263.1
16330536	dfp	sll0250	COG0452H	NP_441264.1
16330537	-	ssl0461	-	NP_441265.1
16330538	-	sll0249	COG0596R	NP_441266.1
16330539	isiB	sll0248	COG0716C	NP_441267.1
16330540	isiA	sll0247	-	NP_441268.1
16330541	rbgA	slr0267	COG1161R	NP_441269.1
16330542	ychF	sll0245	COG0012J	NP_441270.1
16330543	galE	sll0244	COG1087M	NP_441271.1
16330544	-	slr0269	-	NP_441272.1
16330545	-	slr0270	-	NP_441273.1
16330546	nblA	ssl0453	-	NP_441274.1
16330547	nblA	ssl0452	-	NP_441275.1
16330548	-	slr0271	-	NP_441276.1
16330549	-	slr0272	-	NP_441277.1
16330550	-	slr0273	-	NP_441278.1
16330551	-	sll0243	-	NP_441279.1
16330552	-	sll0242	-	NP_441280.1
16330553	-	sll0241	COG3292T	NP_441281.1
16330554	-	sll0240	COG3842E	NP_441282.1
16330555	-	sll0238	COG1178P	NP_441283.1
16330556	-	sll0237	COG1840P	NP_441284.1
16330557	-	ssl0438	COG0222J	NP_441285.1
16330558	-	sll0236	COG2866E	NP_441286.1
16330559	-	slr2079	COG2066E	NP_441287.1
16330560	-	ssr3532	-	NP_441288.1
16330561	-	slr2080	COG1403V	NP_441289.1
16330562	tyrA	slr2081	COG0287E	NP_441290.1
16330563	ctaD	slr2082	COG0843C	NP_441291.1
16330564	ctaE	slr2083	COG1845C	NP_441292.1
16330565	-	slr2084	COG4636S	NP_441293.1
16330566	hslO	sll1988	COG1281O	NP_441294.1
16330567	katG	sll1987	COG0376P	NP_441295.1
16330568	ycf44	slr2087	COG1333O	NP_441296.1
16330569	ilvG	slr2088	COG0028EH	NP_441297.1
16330570	shc	slr2089	COG1657I	NP_441298.1
16330571	-	sll1985	COG5659L	NP_441299.1
16330572	-	sll1984	COG3335L	NP_441300.1
16330573	-	sll1983	COG3415L	NP_441301.1
16330574	-	sll1982	COG5659L	NP_441302.1
16330575	-	slr2092	COG4636S	NP_441303.1
16330576	ilvB	sll1981	COG0028EH	NP_441304.1
16330577	-	ssl3769	-	NP_441305.1
16330578	trxA	sll1980	COG0526OC	NP_441306.1
16330579	-	sll1979	-	NP_441307.1
16330580	glpX	slr2094	COG1494G	NP_441308.1
16330581	-	slr2095	COG3677L	NP_441309.1
16330582	-	slr2096	COG1662L	NP_441310.1
16330583	glbN	slr2097	COG2346R	NP_441311.1
16330584	-	slr2098	COG3300T	NP_441312.1
16330585	-	slr2099	COG2205T	NP_441313.1
16330586	-	slr2100	COG3437KT	NP_441314.1
16330587	-	slr2101	COG1917S	NP_441315.1
16330588	ftsY	slr2102	COG0552U	NP_441316.1
16330589	-	slr2103	COG0204I	NP_441317.1
16330590	-	slr2104	COG0642T	NP_441318.1
16330591	-	sll1973	COG0344S	NP_441319.1
16330592	-	slr2105	COG3225N	NP_441320.1
16330593	apt	sll1430	COG0503F	NP_441321.1
16330594	-	sll1429	COG1787V	NP_441322.1
16330595	-	ssl2789	-	NP_441323.1
16330596	-	sll1428	COG0385R	NP_441324.1
16330597	-	slr1503	COG0667C	NP_441325.1
16330598	hhoB	sll1427	COG0265O	NP_441326.1
16330599	-	sll1426	-	NP_441327.1
16330601	-	slr1505	-	NP_441329.1
16330602	-	sll1424	COG4372S	NP_441330.1
16330603	ntcA	sll1423	COG0664T	NP_441331.1
16330604	-	ssl2781	-	NP_441332.1
16330605	-	slr1506	COG4188R	NP_441333.1
16330606	-	slr1507	COG0535R	NP_441334.1
16330607	-	slr1508	COG0438M	NP_441335.1
16330608	ntpJ	slr1509	COG0168P	NP_441336.1
16329505	-	slr1619	COG3510V	NP_440233.1
16330611	-	sll1418	-	NP_441339.1
16330612	-	slr1512	COG3329R	NP_441340.1
16330613	-	slr1513	-	NP_441341.1
16330614	ppnK	sll1415	COG0061G	NP_441342.1
16330615	-	sll1414	-	NP_441343.1
16330616	-	ssr2549	-	NP_441344.1
16330617	-	slr1515	COG3307M	NP_441345.1
16330618	-	ssr2551	-	NP_441346.1
16330619	sodB	slr1516	COG0605P	NP_441347.1
16330620	leuB	slr1517	COG0473CE	NP_441348.1
16330621	-	ssr2554	-	NP_441349.1
16330622	menA	slr1518	COG1575H	NP_441350.1
16330623	hglK	slr1519	COG1357S	NP_441351.1
16330624	-	slr1520	COG1453R	NP_441352.1
16330625	hflX	slr1521	COG2262R	NP_441353.1
16330626	-	slr1522	COG5659L	NP_441354.1
16330627	-	slr1523	COG2801L	NP_441355.1
16330628	-	slr1524	COG3415L	NP_441356.1
16330629	-	sll1411	COG2361S	NP_441357.1
16330630	-	ssl2749	COG1669R	NP_441358.1
16330631	lap	sll2001	COG0260E	NP_441359.1
16330632	-	ssr3570	-	NP_441360.1
16330633	-	ssr3571	COG2161D	NP_441361.1
16330634	kpsM	slr2107	COG1682GM	NP_441362.1
16330635	kpsT	slr2108	COG1134GM	NP_441363.1
16330636	-	sll1999	COG3385L	NP_441364.1
16330637	-	sll1998	COG3335L	NP_441365.1
16330638	-	sll1997	-	NP_441366.1
16330639	-	slr2110	COG1082G	NP_441367.1
16330640	-	slr2111	COG0399M	NP_441368.1
16330641	-	slr2112	COG3415L	NP_441369.1
16330642	-	slr2113	COG3335L	NP_441370.1
16330643	spsC	slr2114	COG0399M	NP_441371.1
16330644	-	slr2115	-	NP_441372.1
16330645	spsA	slr2116	COG0463M	NP_441373.1
16330646	-	slr2117	-	NP_441374.1
16330647	-	slr2118	COG0438M	NP_441375.1
16330648	-	slr2119	-	NP_441376.1
16330649	-	slr2120	COG1216R	NP_441377.1
16330650	-	slr2121	COG1878R	NP_441378.1
16330651	-	slr2122	COG1083M	NP_441379.1
16330652	-	slr2123	COG0111HE	NP_441380.1
16330653	-	slr2124	COG1028IQR	NP_441381.1
16330654	-	slr2125	-	NP_441382.1
16330655	-	slr2126	COG1216R	NP_441383.1
16330656	-	slr2127	-	NP_441384.1
16330657	-	slr2128	-	NP_441385.1
16330658	-	sll1995	COG0463M	NP_441386.1
16330659	hemB	sll1994	COG0113H	NP_441387.1
16330660	aroB	slr2130	COG0337E	NP_441388.1
16330661	-	slr2131	COG0841V	NP_441389.1
16330662	-	sll1241	-	NP_441390.1
16330663	-	sll1240	-	NP_441391.1
16330664	-	sll1239	-	NP_441392.1
16330665	-	slr1322	COG0312R	NP_441393.1
16330666	hemK	sll1237	COG2890J	NP_441394.1
16330667	-	slr1324	COG2205T	NP_441395.1
16330668	-	ssr2194	-	NP_441396.1
16330669	-	sll1236	-	NP_441397.1
16330670	spoT	slr1325	COG0317TK	NP_441398.1
16330671	ahcY	sll1234	COG0499H	NP_441399.1
16330672	-	ssr2201	-	NP_441400.1
16330673	-	slr1327	COG1569R	NP_441401.1
16330674	-	sll1233	COG1305E	NP_441402.1
16330675	-	sll1232	COG4636S	NP_441403.1
16330676	mtfB	sll1231	COG0438M	NP_441404.1
16330677	-	sll1229	COG2205T	NP_441405.1
16330678	-	sll1228	COG0642T	NP_441406.1
16330679	atpB	slr1329	COG0055C	NP_441407.1
16330681	ymxG	slr1331	COG0612R	NP_441409.1
16330682	fabF	slr1332	COG0304IQ	NP_441410.1
16330683	hoxH	sll1226	COG3259C	NP_441411.1
16330684	-	sll1225	COG4113R	NP_441412.1
16330685	-	ssl2420	-	NP_441413.1
16330686	hoxY	sll1224	COG1941C	NP_441414.1
16330687	hoxU	sll1223	COG1034C	NP_441415.1
16330688	-	sll1222	COG4636S	NP_441416.1
16330689	hoxF	sll1221	COG1894C	NP_441417.1
16330690	-	sll1220	COG1905C	NP_441418.1
16330691	-	ssr2227	COG3293L	NP_441419.1
16330692	-	slr1334	COG1109G	NP_441420.1
16330693	-	sll1219	-	NP_441421.1
16330694	ycf39	sll1218	COG0451MG	NP_441422.1
16330695	-	sll1217	COG1573L	NP_441423.1
16330696	-	ssr1375	-	NP_441424.1
16330697	dacB	slr0804	COG2027M	NP_441425.1
16330698	-	slr0806	COG0277C	NP_441426.1
16330699	psaJ	sml0008	-	NP_441427.1
16330700	psaF	sll0819	-	NP_441428.1
16330701	gcp	slr0807	COG0533O	NP_441429.1
16330702	rimM	slr0808	COG0806J	NP_441430.1
16330703	rfbB	slr0809	COG0451MG	NP_441431.1
16330704	-	slr0810	-	NP_441432.1
16330705	-	sll0818	COG0313R	NP_441433.1
16330706	-	ssl1520	-	NP_441434.1
16330707	miaA	sll0817	COG0324J	NP_441435.1
16330708	-	sll0816	COG0673R	NP_441436.1
16330709	-	sll0815	COG0330O	NP_441437.1
16330710	-	sll0814	COG2324S	NP_441438.1
16330711	ctaC	sll0813	COG1622C	NP_441439.1
16330712	-	slr0812	COG1521K	NP_441440.1
16330713	-	slr0813	COG1215M	NP_441441.1
16330714	-	sll0812	-	NP_441442.1
16330715	ndhL	ssr1386	-	NP_441443.1
16330716	-	slr0815	-	NP_441444.1
16330717	-	slr0816	COG1399R	NP_441445.1
16330718	-	sll0811	COG3385L	NP_441446.1
16330719	-	sll0810	-	NP_441447.1
16330720	-	sll0809	COG0095H	NP_441448.1
16330721	entC	slr0817	COG1169HQ	NP_441449.1
16330722	-	slr0818	-	NP_441450.1
16330724	-	ssr1391	-	NP_441452.1
16330725	-	slr0820	COG2148M	NP_441453.1
16330726	-	ssl1507	COG3335L	NP_441454.1
16330727	-	sll0808	-	NP_441455.1
16330728	-	slr0821	COG1977H	NP_441456.1
16330729	cfxE	sll0807	COG0036G	NP_441457.1
16330730	-	slr0822	COG0474P	NP_441458.1
16330731	ycf3	slr0823	COG5010U	NP_441459.1
16330732	-	sll0804	COG1100R	NP_441460.1
16330733	-	sll0803	-	NP_441461.1
16330734	-	sll0802	-	NP_441462.1
16330735	-	ssl1498	-	NP_441463.1
16330736	-	sll1263	COG0053P	NP_441464.1
16330737	-	sll1262	-	NP_441465.1
16330738	tsf	sll1261	COG0264J	NP_441466.1
16330739	rpsB	sll1260	COG0052J	NP_441467.1
16330740	-	slr1336	COG0387P	NP_441468.1
16330741	dcd	sll1258	COG0717F	NP_441469.1
16330742	-	sll1257	COG3335L	NP_441470.1
16330743	-	sll1256	COG3415L	NP_441471.1
16330744	-	slr1338	COG4867R	NP_441472.1
16330745	-	slr1339	-	NP_441473.1
16330746	-	slr1340	COG0456R	NP_441474.1
16330747	-	sll1255	COG3385L	NP_441475.1
16330748	-	sll1254	COG1253R	NP_441476.1
16330749	-	slr1342	COG3395S	NP_441477.1
16330750	-	slr1343	COG3046R	NP_441478.1
16330751	pcnB	sll1253	COG0617J	NP_441479.1
16330752	-	sll1252	COG2302S	NP_441480.1
16330753	-	slr1344	COG0767Q	NP_441481.1
16330754	-	sll1251	COG4783R	NP_441482.1
16330755	-	ssl2471	-	NP_441483.1
16330756	-	sll1250	COG4636S	NP_441484.1
16330757	panC/kcy	sll1249	COG0414H	NP_441485.1
16330758	icfA	slr1347	COG0288P	NP_441486.1
16330759	cysE	slr1348	COG1045E	NP_441487.1
16330760	pgi	slr1349	COG0166G	NP_441488.1
16330761	desA	slr1350	COG3239I	NP_441489.1
16330762	-	sll1247	-	NP_441490.1
16330763	murF	slr1351	COG0770M	NP_441491.1
16330764	cytM	sll1245	COG2010C	NP_441492.1
16330766	-	slr1353	-	NP_441494.1
16330767	-	sll1242	COG1032C	NP_441495.1
16330768	-	slr1956	-	NP_441496.1
16330769	-	slr1957	-	NP_441497.1
16330770	-	slr1958	-	NP_441498.1
16330771	act	sll1900	COG0110R	NP_441499.1
16330772	hypC	ssl3580	COG0298O	NP_441500.1
16330773	ctaB	sll1899	COG0109O	NP_441501.1
16330774	-	sll1898	COG1612O	NP_441502.1
16330775	-	slr1959	COG0847L	NP_441503.1
16330776	-	sll1897	COG2947S	NP_441504.1
16330777	-	ssl3573	COG4636S	NP_441505.1
16330778	-	slr1962	COG4663Q	NP_441506.1
16330779	-	sll1895	COG5001T	NP_441507.1
16330780	-	slr1963	-	NP_441508.1
16330781	-	slr1964	-	NP_441509.1
16330783	-	slr1966	COG4678G	NP_441511.1
16330784	hisF	sll1893	COG0107E	NP_441512.1
16330785	-	sll1892	-	NP_441513.1
16330786	-	slr1968	COG4995S	NP_441514.1
16330787	-	sll1891	-	NP_441515.1
16330788	cobN	sll1890	COG1429H	NP_441516.1
16330789	-	slr1969	COG0642T	NP_441517.1
16330790	-	ssr3341	-	NP_441518.1
16330791	-	slr1970	-	NP_441519.1
16330792	-	slr1971	COG4783R	NP_441520.1
16330793	-	sll1888	COG0642T	NP_441521.1
16330794	-	ssl3549	-	NP_441522.1
16330795	-	slr1972	COG4956R	NP_441523.1
16330796	-	sll1886	-	NP_441524.1
16330797	-	sll1885	-	NP_441525.1
16330798	engA	slr1974	COG1160R	NP_441526.1
16330799	-	sll1884	-	NP_441527.1
16330800	argJ	sll1883	COG1364E	NP_441528.1
16330801	-	sll1882	COG3063NU	NP_441529.1
16330802	-	slr1975	COG2942G	NP_441530.1
16330803	-	sll1880	COG0432S	NP_441531.1
16330804	-	sll1879	COG2197TK	NP_441532.1
16330805	-	sll1878	COG3842E	NP_441533.1
16330806	-	slr1977	COG0775F	NP_441534.1
16330807	-	slr1978	COG0619P	NP_441535.1
16330808	trpE	slr1979	COG0147EH	NP_441536.1
16330809	-	slr1980	COG2981E	NP_441537.1
16330810	hemN	sll1876	COG0635H	NP_441538.1
16330811	ho2	sll1875	COG5398P	NP_441539.1
16330812	AT103	sll1874	-	NP_441540.1
16330813	-	sll1873	-	NP_441541.1
16330814	lytR	sll1872	COG1316K	NP_441542.1
16330815	-	sll1871	COG0642T	NP_441543.1
16330816	-	slr1982	COG0745TK	NP_441544.1
16330817	-	slr1983	COG2208TK	NP_441545.1
16330818	-	sll1870	COG1135P	NP_441546.1
16330819	cbaB	sll1869	COG4638PR	NP_441547.1
16330820	rps1	slr1984	COG0539J	NP_441548.1
16330821	dnaG	sll1868	COG0358L	NP_441549.1
16330822	psbA3	sll1867	-	NP_441550.1
16330823	-	sll1866	COG0009J	NP_441551.1
16330824	-	sll1390	COG1512R	NP_441552.1
16330825	-	ssl2717	-	NP_441553.1
16330826	-	sll1389	-	NP_441554.1
16330827	-	sll1388	COG0589T	NP_441555.1
16330828	petG	smr0010	-	NP_441556.1
16330829	-	sll1387	-	NP_441557.1
16330830	-	sll1386	COG1555L	NP_441558.1
16330831	-	slr1467	COG2082H	NP_441559.1
16330832	-	slr1468	COG2947S	NP_441560.1
16330833	rpmH	smr0011	-	NP_441561.1
16330834	rnpA	slr1469	COG0594J	NP_441562.1
16330835	-	slr1470	-	NP_441563.1
16330836	-	slr1471	COG0706U	NP_441564.1
16330837	-	slr1472	COG1847R	NP_441565.1
16330838	-	sll1384	COG2214O	NP_441566.1
16330839	suhB	sll1383	COG0483G	NP_441567.1
16330840	petF	sll1382	COG0633C	NP_441568.1
16330841	-	slr1474	COG0791M	NP_441569.1
16330842	-	sll1381	-	NP_441570.1
16330843	-	sll1380	-	NP_441571.1
16330844	pyrB	slr1476	COG0540F	NP_441572.1
16330845	-	sll1378	-	NP_441573.1
16330846	-	sll1377	COG1215M	NP_441574.1
16330847	-	slr1478	COG1300S	NP_441575.1
16330848	-	sll1376	COG1028IQR	NP_441576.1
16330849	melB	sll1374	COG2211G	NP_441577.1
16330850	-	sll1373	-	NP_441578.1
16330851	-	sll1372	COG4241S	NP_441579.1
16330852	-	sll1371	COG0664T	NP_441580.1
16330853	rfbM	sll1370	COG0836M	NP_441581.1
16330854	-	sll1369	COG2027M	NP_441582.1
16330855	petC	sll1182	COG0723C	NP_441583.1
16330856	hlyD	sll1181	COG1566V	NP_441584.1
16330857	hlyB	sll1180	COG2274V	NP_441585.1
16330858	rpoC1	slr1265	COG0086K	NP_441586.1
16330859	-	sll1178	COG2192O	NP_441587.1
16330860	-	slr1266	-	NP_441588.1
16330861	mrdB	slr1267	COG0772D	NP_441589.1
16330862	ggt	slr1269	COG0405E	NP_441590.1
16330863	-	slr1270	COG1538MU	NP_441591.1
16330864	rffM	slr1271	COG1922M	NP_441592.1
16330865	-	slr1272	-	NP_441593.1
16330866	-	slr1273	-	NP_441594.1
16330867	pilM	slr1274	COG4972NU	NP_441595.1
16330868	-	slr1275	COG3166NU	NP_441596.1
16330869	-	slr1276	COG3167NU	NP_441597.1
16330870	gspD	slr1277	COG4796U	NP_441598.1
16330871	-	sll1174	-	NP_441599.1
16330872	-	sll1173	-	NP_441600.1
16330873	-	slr1278	COG0037D	NP_441601.1
16330874	thrC	sll1172	COG0498E	NP_441602.1
