gi	idone	id	ref.prot
16329170	16330511	sll1598	NP_441239.1
16329170	16330512	ssr2898	NP_441240.1
16329170	16330513	sll1596	NP_441241.1
16329170	16330514	sll1595	NP_441242.1
16329170	16330515	slr1726	NP_441243.1
16329170	16330516	sll1594	NP_441244.1
16329170	16330517	slr1727	NP_441245.1
16329170	16330518	sll1592	NP_441246.1
16329170	16330519	sll1590	NP_441247.1
16329170	16330520	slr1728	NP_441248.1
16329170	16330521	slr1729	NP_441249.1
16329170	16330522	ssr2912	NP_441250.1
16329170	16330523	slr1730	NP_441251.1
16329170	16330524	slr1731	NP_441252.1
16329170	16330525	sll1586	NP_441253.1
16329170	16330526	sll0254	NP_441254.1
16329170	16330527	sll0253	NP_441255.1
16329170	16330528	slr0260	NP_441256.1
16329170	16330529	ssl0467	NP_441257.1
16329170	16330530	sll0252	NP_441258.1
16329170	16330531	slr0261	NP_441259.1
16329170	16330532	slr0262	NP_441260.1
16329170	16330533	slr0263	NP_441261.1
16329170	16330534	slr0264	NP_441262.1
16329170	16330535	slr0265	NP_441263.1
16329170	16330536	sll0250	NP_441264.1
16329170	16330537	ssl0461	NP_441265.1
16329170	16330538	sll0249	NP_441266.1
16329170	16330539	sll0248	NP_441267.1
16329170	16330540	sll0247	NP_441268.1
16329170	16330541	slr0267	NP_441269.1
16329170	16330542	sll0245	NP_441270.1
16329170	16330543	sll0244	NP_441271.1
16329170	16330544	slr0269	NP_441272.1
16329170	16330545	slr0270	NP_441273.1
16329170	16330546	ssl0453	NP_441274.1
16329170	16330547	ssl0452	NP_441275.1
16329170	16330548	slr0271	NP_441276.1
16329170	16330549	slr0272	NP_441277.1
16329170	16330550	slr0273	NP_441278.1
16329170	16330551	sll0243	NP_441279.1
16329170	16330552	sll0242	NP_441280.1
16329170	16330553	sll0241	NP_441281.1
16329170	16330554	sll0240	NP_441282.1
16329170	16330555	sll0238	NP_441283.1
16329170	16330556	sll0237	NP_441284.1
16329170	16330557	ssl0438	NP_441285.1
16329170	16330558	sll0236	NP_441286.1
16329170	16330559	slr2079	NP_441287.1
16329170	16330560	ssr3532	NP_441288.1
16329170	16330561	slr2080	NP_441289.1
16329170	16330562	slr2081	NP_441290.1
16329170	16330563	slr2082	NP_441291.1
16329170	16330564	slr2083	NP_441292.1
16329170	16330565	slr2084	NP_441293.1
16329170	16330566	sll1988	NP_441294.1
16329170	16330567	sll1987	NP_441295.1
16329170	16330568	slr2087	NP_441296.1
16329170	16330569	slr2088	NP_441297.1
16329170	16330570	slr2089	NP_441298.1
16329170	16330571	sll1985	NP_441299.1
16329170	16330572	sll1984	NP_441300.1
16329170	16330573	sll1983	NP_441301.1
16329170	16330574	sll1982	NP_441302.1
16329170	16330575	slr2092	NP_441303.1
16329170	16330576	sll1981	NP_441304.1
16329170	16330577	ssl3769	NP_441305.1
16329170	16330578	sll1980	NP_441306.1
16329170	16330579	sll1979	NP_441307.1
16329170	16330580	slr2094	NP_441308.1
16329170	16330581	slr2095	NP_441309.1
16329170	16330582	slr2096	NP_441310.1
16329170	16330583	slr2097	NP_441311.1
16329170	16330584	slr2098	NP_441312.1
16329170	16330585	slr2099	NP_441313.1
16329170	16330586	slr2100	NP_441314.1
16329170	16330587	slr2101	NP_441315.1
16329170	16330588	slr2102	NP_441316.1
16329170	16330589	slr2103	NP_441317.1
16329170	16330590	slr2104	NP_441318.1
16329170	16330591	sll1973	NP_441319.1
16329170	16330592	slr2105	NP_441320.1
16329170	16330593	sll1430	NP_441321.1
16329170	16330594	sll1429	NP_441322.1
16329170	16330595	ssl2789	NP_441323.1
16329170	16330596	sll1428	NP_441324.1
16329170	16330597	slr1503	NP_441325.1
16329170	16330598	sll1427	NP_441326.1
16329170	16330599	sll1426	NP_441327.1
16329170	16330601	slr1505	NP_441329.1
16329170	16330602	sll1424	NP_441330.1
16329170	16330603	sll1423	NP_441331.1
16329170	16330604	ssl2781	NP_441332.1
16329170	16330605	slr1506	NP_441333.1
16329170	16330606	slr1507	NP_441334.1
16329170	16330607	slr1508	NP_441335.1
16329170	16330608	slr1509	NP_441336.1
16329170	16329505	slr1619	NP_440233.1
16329170	16330611	sll1418	NP_441339.1
16329170	16330612	slr1512	NP_441340.1
16329170	16330613	slr1513	NP_441341.1
16329170	16330614	sll1415	NP_441342.1
16329170	16330615	sll1414	NP_441343.1
16329170	16330616	ssr2549	NP_441344.1
16329170	16330617	slr1515	NP_441345.1
16329170	16330618	ssr2551	NP_441346.1
16329170	16330619	slr1516	NP_441347.1
16329170	16330620	slr1517	NP_441348.1
16329170	16330621	ssr2554	NP_441349.1
16329170	16330622	slr1518	NP_441350.1
16329170	16330623	slr1519	NP_441351.1
16329170	16330624	slr1520	NP_441352.1
16329170	16330625	slr1521	NP_441353.1
16329170	16330626	slr1522	NP_441354.1
16329170	16330627	slr1523	NP_441355.1
16329170	16330628	slr1524	NP_441356.1
16329170	16330629	sll1411	NP_441357.1
16329170	16330630	ssl2749	NP_441358.1
16329170	16330631	sll2001	NP_441359.1
16329170	16330632	ssr3570	NP_441360.1
16329170	16330633	ssr3571	NP_441361.1
16329170	16330634	slr2107	NP_441362.1
16329170	16330635	slr2108	NP_441363.1
16329170	16330636	sll1999	NP_441364.1
16329170	16330637	sll1998	NP_441365.1
16329170	16330638	sll1997	NP_441366.1
16329170	16330639	slr2110	NP_441367.1
16329170	16330640	slr2111	NP_441368.1
16329170	16330641	slr2112	NP_441369.1
16329170	16330642	slr2113	NP_441370.1
16329170	16330643	slr2114	NP_441371.1
16329170	16330644	slr2115	NP_441372.1
16329170	16330645	slr2116	NP_441373.1
16329170	16330646	slr2117	NP_441374.1
16329170	16330647	slr2118	NP_441375.1
16329170	16330648	slr2119	NP_441376.1
16329170	16330649	slr2120	NP_441377.1
16329170	16330650	slr2121	NP_441378.1
16329170	16330651	slr2122	NP_441379.1
16329170	16330652	slr2123	NP_441380.1
16329170	16330653	slr2124	NP_441381.1
16329170	16330654	slr2125	NP_441382.1
16329170	16330655	slr2126	NP_441383.1
16329170	16330656	slr2127	NP_441384.1
16329170	16330657	slr2128	NP_441385.1
16329170	16330658	sll1995	NP_441386.1
16329170	16330659	sll1994	NP_441387.1
16329170	16330660	slr2130	NP_441388.1
16329170	16330661	slr2131	NP_441389.1
16329170	16330662	sll1241	NP_441390.1
16329170	16330663	sll1240	NP_441391.1
16329170	16330664	sll1239	NP_441392.1
16329170	16330665	slr1322	NP_441393.1
16329170	16330666	sll1237	NP_441394.1
16329170	16330667	slr1324	NP_441395.1
16329170	16330668	ssr2194	NP_441396.1
16329170	16330669	sll1236	NP_441397.1
16329170	16330670	slr1325	NP_441398.1
16329170	16330671	sll1234	NP_441399.1
16329170	16330672	ssr2201	NP_441400.1
16329170	16330673	slr1327	NP_441401.1
16329170	16330674	sll1233	NP_441402.1
16329170	16330675	sll1232	NP_441403.1
16329170	16330676	sll1231	NP_441404.1
16329170	16330677	sll1229	NP_441405.1
16329170	16330678	sll1228	NP_441406.1
16329170	16330679	slr1329	NP_441407.1
16329170	16330681	slr1331	NP_441409.1
16329170	16330682	slr1332	NP_441410.1
16329170	16330683	sll1226	NP_441411.1
16329170	16330684	sll1225	NP_441412.1
16329170	16330685	ssl2420	NP_441413.1
16329170	16330686	sll1224	NP_441414.1
16329170	16330687	sll1223	NP_441415.1
16329170	16330688	sll1222	NP_441416.1
16329170	16330689	sll1221	NP_441417.1
16329170	16330690	sll1220	NP_441418.1
16329170	16330691	ssr2227	NP_441419.1
16329170	16330692	slr1334	NP_441420.1
16329170	16330693	sll1219	NP_441421.1
16329170	16330694	sll1218	NP_441422.1
16329170	16330695	sll1217	NP_441423.1
16329170	16330696	ssr1375	NP_441424.1
16329170	16330697	slr0804	NP_441425.1
16329170	16330698	slr0806	NP_441426.1
16329170	16330699	sml0008	NP_441427.1
16329170	16330700	sll0819	NP_441428.1
16329170	16330701	slr0807	NP_441429.1
16329170	16330702	slr0808	NP_441430.1
16329170	16330703	slr0809	NP_441431.1
16329170	16330704	slr0810	NP_441432.1
16329170	16330705	sll0818	NP_441433.1
16329170	16330706	ssl1520	NP_441434.1
16329170	16330707	sll0817	NP_441435.1
16329170	16330708	sll0816	NP_441436.1
16329170	16330709	sll0815	NP_441437.1
16329170	16330710	sll0814	NP_441438.1
16329170	16330711	sll0813	NP_441439.1
16329170	16330712	slr0812	NP_441440.1
16329170	16330713	slr0813	NP_441441.1
16329170	16330714	sll0812	NP_441442.1
16329170	16330715	ssr1386	NP_441443.1
16329170	16330716	slr0815	NP_441444.1
16329170	16330717	slr0816	NP_441445.1
16329170	16330718	sll0811	NP_441446.1
16329170	16330719	sll0810	NP_441447.1
16329170	16330720	sll0809	NP_441448.1
16329170	16330721	slr0817	NP_441449.1
16329170	16330722	slr0818	NP_441450.1
16329170	16330724	ssr1391	NP_441452.1
16329170	16330725	slr0820	NP_441453.1
16329170	16330726	ssl1507	NP_441454.1
16329170	16330727	sll0808	NP_441455.1
16329170	16330728	slr0821	NP_441456.1
16329170	16330729	sll0807	NP_441457.1
16329170	16330730	slr0822	NP_441458.1
16329170	16330731	slr0823	NP_441459.1
16329170	16330732	sll0804	NP_441460.1
16329170	16330733	sll0803	NP_441461.1
16329170	16330734	sll0802	NP_441462.1
16329170	16330735	ssl1498	NP_441463.1
16329170	16330736	sll1263	NP_441464.1
16329170	16330737	sll1262	NP_441465.1
16329170	16330738	sll1261	NP_441466.1
16329170	16330739	sll1260	NP_441467.1
16329170	16330740	slr1336	NP_441468.1
16329170	16330741	sll1258	NP_441469.1
16329170	16330742	sll1257	NP_441470.1
16329170	16330743	sll1256	NP_441471.1
16329170	16330744	slr1338	NP_441472.1
16329170	16330745	slr1339	NP_441473.1
16329170	16330746	slr1340	NP_441474.1
16329170	16330747	sll1255	NP_441475.1
16329170	16330748	sll1254	NP_441476.1
16329170	16330749	slr1342	NP_441477.1
16329170	16330750	slr1343	NP_441478.1
16329170	16330751	sll1253	NP_441479.1
16329170	16330752	sll1252	NP_441480.1
16329170	16330753	slr1344	NP_441481.1
16329170	16330754	sll1251	NP_441482.1
16329170	16330755	ssl2471	NP_441483.1
16329170	16330756	sll1250	NP_441484.1
16329170	16330757	sll1249	NP_441485.1
16329170	16330758	slr1347	NP_441486.1
16329170	16330759	slr1348	NP_441487.1
16329170	16330760	slr1349	NP_441488.1
16329170	16330761	slr1350	NP_441489.1
16329170	16330762	sll1247	NP_441490.1
16329170	16330763	slr1351	NP_441491.1
16329170	16330764	sll1245	NP_441492.1
16329170	16330766	slr1353	NP_441494.1
16329170	16330767	sll1242	NP_441495.1
16329170	16330768	slr1956	NP_441496.1
16329170	16330769	slr1957	NP_441497.1
16329170	16330770	slr1958	NP_441498.1
16329170	16330771	sll1900	NP_441499.1
16329170	16330772	ssl3580	NP_441500.1
16329170	16330773	sll1899	NP_441501.1
16329170	16330774	sll1898	NP_441502.1
16329170	16330775	slr1959	NP_441503.1
16329170	16330776	sll1897	NP_441504.1
16329170	16330777	ssl3573	NP_441505.1
16329170	16330778	slr1962	NP_441506.1
16329170	16330779	sll1895	NP_441507.1
16329170	16330780	slr1963	NP_441508.1
16329170	16330781	slr1964	NP_441509.1
16329170	16330783	slr1966	NP_441511.1
16329170	16330784	sll1893	NP_441512.1
16329170	16330785	sll1892	NP_441513.1
16329170	16330786	slr1968	NP_441514.1
16329170	16330787	sll1891	NP_441515.1
16329170	16330788	sll1890	NP_441516.1
16329170	16330789	slr1969	NP_441517.1
16329170	16330790	ssr3341	NP_441518.1
16329170	16330791	slr1970	NP_441519.1
16329170	16330792	slr1971	NP_441520.1
16329170	16330793	sll1888	NP_441521.1
16329170	16330794	ssl3549	NP_441522.1
16329170	16330795	slr1972	NP_441523.1
16329170	16330796	sll1886	NP_441524.1
16329170	16330797	sll1885	NP_441525.1
16329170	16330798	slr1974	NP_441526.1
16329170	16330799	sll1884	NP_441527.1
16329170	16330800	sll1883	NP_441528.1
16329170	16330801	sll1882	NP_441529.1
16329170	16330802	slr1975	NP_441530.1
16329170	16330803	sll1880	NP_441531.1
16329170	16330804	sll1879	NP_441532.1
16329170	16330805	sll1878	NP_441533.1
16329170	16330806	slr1977	NP_441534.1
16329170	16330807	slr1978	NP_441535.1
16329170	16330808	slr1979	NP_441536.1
16329170	16330809	slr1980	NP_441537.1
16329170	16330810	sll1876	NP_441538.1
16329170	16330811	sll1875	NP_441539.1
16329170	16330812	sll1874	NP_441540.1
16329170	16330813	sll1873	NP_441541.1
16329170	16330814	sll1872	NP_441542.1
16329170	16330815	sll1871	NP_441543.1
16329170	16330816	slr1982	NP_441544.1
16329170	16330817	slr1983	NP_441545.1
16329170	16330818	sll1870	NP_441546.1
16329170	16330819	sll1869	NP_441547.1
16329170	16330820	slr1984	NP_441548.1
16329170	16330821	sll1868	NP_441549.1
16329170	16330822	sll1867	NP_441550.1
16329170	16330823	sll1866	NP_441551.1
16329170	16330824	sll1390	NP_441552.1
16329170	16330825	ssl2717	NP_441553.1
16329170	16330826	sll1389	NP_441554.1
16329170	16330827	sll1388	NP_441555.1
16329170	16330828	smr0010	NP_441556.1
16329170	16330829	sll1387	NP_441557.1
16329170	16330830	sll1386	NP_441558.1
16329170	16330831	slr1467	NP_441559.1
16329170	16330832	slr1468	NP_441560.1
16329170	16330833	smr0011	NP_441561.1
16329170	16330834	slr1469	NP_441562.1
16329170	16330835	slr1470	NP_441563.1
16329170	16330836	slr1471	NP_441564.1
16329170	16330837	slr1472	NP_441565.1
16329170	16330838	sll1384	NP_441566.1
16329170	16330839	sll1383	NP_441567.1
16329170	16330840	sll1382	NP_441568.1
16329170	16330841	slr1474	NP_441569.1
16329170	16330842	sll1381	NP_441570.1
16329170	16330843	sll1380	NP_441571.1
16329170	16330844	slr1476	NP_441572.1
16329170	16330845	sll1378	NP_441573.1
16329170	16330846	sll1377	NP_441574.1
16329170	16330847	slr1478	NP_441575.1
16329170	16330848	sll1376	NP_441576.1
16329170	16330849	sll1374	NP_441577.1
16329170	16330850	sll1373	NP_441578.1
16329170	16330851	sll1372	NP_441579.1
16329170	16330852	sll1371	NP_441580.1
16329170	16330853	sll1370	NP_441581.1
16329170	16330854	sll1369	NP_441582.1
16329170	16330855	sll1182	NP_441583.1
16329170	16330856	sll1181	NP_441584.1
16329170	16330857	sll1180	NP_441585.1
16329170	16330858	slr1265	NP_441586.1
16329170	16330859	sll1178	NP_441587.1
16329170	16330860	slr1266	NP_441588.1
16329170	16330861	slr1267	NP_441589.1
16329170	16330862	slr1269	NP_441590.1
16329170	16330863	slr1270	NP_441591.1
16329170	16330864	slr1271	NP_441592.1
16329170	16330865	slr1272	NP_441593.1
16329170	16330866	slr1273	NP_441594.1
16329170	16330867	slr1274	NP_441595.1
16329170	16330868	slr1275	NP_441596.1
16329170	16330869	slr1276	NP_441597.1
16329170	16330870	slr1277	NP_441598.1
16329170	16330871	sll1174	NP_441599.1
16329170	16330872	sll1173	NP_441600.1
16329170	16330873	slr1278	NP_441601.1
16329170	16330874	sll1172	NP_441602.1
16329170	16330875	slr1279	NP_441603.1
16329170	16330876	slr1280	NP_441604.1
16329170	16330877	slr1281	NP_441605.1
16329170	16330878	slr1282	NP_441606.1
16329170	16330879	slr1283	NP_441607.1
16329170	16330880	sll1170	NP_441608.1
16329170	16330881	sll1169	NP_441609.1
16329170	16330882	slr1285	NP_441610.1
16329170	16330883	sll1167	NP_441611.1
16329170	16330884	ssr2130	NP_441612.1
16329170	16330885	slr1287	NP_441613.1
16329170	16330886	slr1288	NP_441614.1
16329170	16330887	sll1166	NP_441615.1
16329170	16330888	sll1447	NP_441616.1
16329170	16330889	sll1446	NP_441617.1
16329170	16330890	sll1444	NP_441618.1
16329170	16330891	sll1443	NP_441619.1
16329170	16330892	sll1442	NP_441620.1
16329170	16330893	slr1529	NP_441621.1
16329170	16330894	sll1441	NP_441622.1
16329170	16330895	sll1440	NP_441623.1
16329170	16330896	slr1530	NP_441624.1
16329170	16330897	sll1439	NP_441625.1
16329170	16330898	slr1531	NP_441626.1
16329170	16330899	sll1437	NP_441627.1
16329170	16330900	sll1436	NP_441628.1
16329170	16330901	sll1435	NP_441629.1
16329170	16330902	sll1434	NP_441630.1
16329170	16330903	sll1433	NP_441631.1
16329170	16330904	sll1432	NP_441632.1
16329170	16330905	slr1533	NP_441633.1
16329170	16330906	slr1534	NP_441634.1
16329170	16330907	slr1152	NP_441635.1
16329170	16330908	ssl2162	NP_441636.1
16329170	16330909	sll1104	NP_441637.1
16329170	16330910	sll1103	NP_441638.1
16329170	16330911	sll1102	NP_441639.1
16329170	16330912	sll1101	NP_441640.1
16329170	16330913	sll1099	NP_441641.1
16329170	16330914	sll1098	NP_441642.1
16329170	16330915	sll1097	NP_441643.1
16329170	16330916	sll1096	NP_441644.1
16329170	16330917	sll1095	NP_441645.1
16329170	16330918	slr1159	NP_441646.1
16329170	16330919	slr1160	NP_441647.1
16329170	16330920	ssl2153	NP_441648.1
16329170	16330921	sll1094	NP_441649.1
16329170	16330922	slr1161	NP_441650.1
16329170	16330923	slr1162	NP_441651.1
16329170	16330924	slr1163	NP_441652.1
16329170	16330925	ssl2148	NP_441653.1
16329170	16330926	slr1164	NP_441654.1
16329170	16330927	slr1165	NP_441655.1
16329170	16330928	slr1166	NP_441656.1
16329170	16330929	sll1092	NP_441657.1
16329170	16330930	ssl2138	NP_441658.1
16329170	16330932	slr1167	NP_441660.1
16329170	16330933	slr1168	NP_441661.1
16329170	16330934	slr1169	NP_441662.1
16329170	16330935	slr1170	NP_441663.1
16329170	16330936	slr1171	NP_441664.1
16329170	16330937	sll1089	NP_441665.1
16329170	16330938	sll1087	NP_441666.1
16329170	16330939	sll1086	NP_441667.1
16329170	16330940	slr1173	NP_441668.1
16329170	16330941	ssr1951	NP_441669.1
16329170	16330942	slr1174	NP_441670.1
16329170	16330943	sll1085	NP_441671.1
16329170	16330944	sll1566	NP_441672.1
16329170	16330945	slr1670	NP_441673.1
16329170	16330946	slr1672	NP_441674.1
16329170	16330947	slr1673	NP_441675.1
16329170	16330948	slr1674	NP_441676.1
16329170	16330949	slr1675	NP_441677.1
16329170	16330950	slr1676	NP_441678.1
16329170	16330951	slr1677	NP_441679.1
16329170	16330952	slr1678	NP_441680.1
16329170	16330953	ssr2799	NP_441681.1
16329170	16330954	slr1679	NP_441682.1
16329170	16330955	sll1564	NP_441683.1
16329170	16330956	ssr2802	NP_441684.1
16329170	16330957	ssr2803	NP_441685.1
16329170	16330958	ssr2806	NP_441686.1
16329170	16330959	sll1563	NP_441687.1
16329170	16330960	sll1562	NP_441688.1
16329170	16330961	sll1561	NP_441689.1
16329170	16330962	slr1681	NP_441690.1
16329170	16330963	slr1682	NP_441691.1
16329170	16330964	sll1560	NP_441692.1
16329170	16330965	slr1683	NP_441693.1
16329170	16330966	slr1684	NP_441694.1
16329170	16330967	sll1559	NP_441695.1
16329170	16330968	slr1686	NP_441696.1
16329170	16330969	ssl3044	NP_441697.1
16329170	16330970	slr1687	NP_441698.1
16329170	16330971	sll1558	NP_441699.1
16329170	16330972	sll1557	NP_441700.1
16329170	16330973	sll1556	NP_441701.1
16329170	16330974	sll1555	NP_441702.1
16329170	16330975	ssr2831	NP_441703.1
16329170	16330976	slr1689	NP_441704.1
16329170	16330977	slr1690	NP_441705.1
16329170	16330978	slr1691	NP_441706.1
16329170	16330979	slr1692	NP_441707.1
16329170	16330980	slr1693	NP_441708.1
16329170	16330981	slr1694	NP_441709.1
16329170	16330982	sll1553	NP_441710.1
16329170	16330983	slr1697	NP_441711.1
16329170	16330984	sll0921	NP_441712.1
16329170	16330985	sll0920	NP_441713.1
16329170	16330986	slr0935	NP_441714.1
16329170	16330987	slr0936	NP_441715.1
16329170	16330988	slr0937	NP_441716.1
16329170	16330989	slr0938	NP_441717.1
16329170	16330990	sll0916	NP_441718.1
16329170	16330991	sll0915	NP_441719.1
16329170	16330992	slr0940	NP_441720.1
16329170	16330993	slr0941	NP_441721.1
16329170	16330994	slr0942	NP_441722.1
16329170	16330995	slr0943	NP_441723.1
16329170	16330996	sll0914	NP_441724.1
16329170	16330997	slr0944	NP_441725.1
16329170	16330998	slr0945	NP_441726.1
16329170	16330999	slr0946	NP_441727.1
16329170	16331001	slr0948	NP_441729.1
16329170	16331002	sll0913	NP_441730.1
16329170	16331003	sll0912	NP_441731.1
16329170	16331004	slr0949	NP_441732.1
16329170	16331005	slr0950	NP_441733.1
16329170	16331006	sll0911	NP_441734.1
16329170	16331007	sll0910	NP_441735.1
16329170	16331008	sll0909	NP_441736.1
16329170	16331009	slr0951	NP_441737.1
16329170	16331010	slr0952	NP_441738.1
16329170	16331011	slr0953	NP_441739.1
16329170	16331013	slr0954	NP_441741.1
16329170	16331014	slr0955	NP_441742.1
16329170	16331015	slr0957	NP_441743.1
16329170	16331016	slr0958	NP_441744.1
16329170	16331017	sll0905	NP_441745.1
16329170	16331018	slr0959	NP_441746.1
16329170	16331019	slr0960	NP_441747.1
16329170	16331020	sll1541	NP_441748.1
16329170	16331021	ssr2723	NP_441749.1
16329170	16331022	sll1540	NP_441750.1
16329170	16331024	slr1623	NP_441752.1
16329170	16331025	slr1624	NP_441753.1
16329170	16331026	sll1538	NP_441754.1
16329170	16331027	sll1537	NP_441755.1
16329170	16331028	slr1626	NP_441756.1
16329170	16331029	slr1627	NP_441757.1
16329170	16331030	sll1536	NP_441758.1
16329170	16331031	slr1628	NP_441759.1
16329170	16331032	slr1629	NP_441760.1
16329170	16331033	sll1535	NP_441761.1
16329170	16331034	sll1534	NP_441762.1
16329170	16331035	sll1533	NP_441763.1
16329170	16331036	slr1634	NP_441764.1
16329170	16331037	sll1532	NP_441765.1
16329170	16331038	ssl2982	NP_441766.1
16329170	16331039	slr1635	NP_441767.1
16329170	16331040	slr1636	NP_441768.1
16329170	16331041	slr1638	NP_441769.1
16329170	16331042	slr1639	NP_441770.1
16329170	16331043	sll1531	NP_441771.1
16329170	16331044	sll1530	NP_441772.1
16329170	16331045	sll1528	NP_441773.1
16329170	16331046	sll1527	NP_441774.1
16329170	16331047	sll1526	NP_441775.1
16329170	16331048	slr1641	NP_441776.1
16329170	16331049	ssl2971	NP_441777.1
16329170	16331050	sll1525	NP_441778.1
16329170	16331051	slr1643	NP_441779.1
16329170	16331052	sll1524	NP_441780.1
16329170	16331053	slr1644	NP_441781.1
16329170	16331054	slr1645	NP_441782.1
16329170	16331055	slr1646	NP_441783.1
16329170	16331056	slr1647	NP_441784.1
16329170	16331057	slr1648	NP_441785.1
16329170	16331058	ssr2754	NP_441786.1
16329170	16331059	slr1649	NP_441787.1
16329170	16331060	sll1522	NP_441788.1
16329170	16331061	sll1521	NP_441789.1
16329170	16331062	sll1520	NP_441790.1
16329170	16331063	slr0442	NP_441791.1
16329170	16331064	sll0428	NP_441792.1
16329170	16331065	ssr0756	NP_441793.1
16329170	16331066	ssr0759	NP_441794.1
16329170	16331067	ssr0761	NP_441795.1
16329170	16331068	sll0427	NP_441796.1
16329170	16331069	slr0443	NP_441797.1
16329170	16331070	sll0426	NP_441798.1
16329170	16331071	slr0444	NP_441799.1
16329170	16331072	sll0424	NP_441800.1
16329170	16331073	sll0423	NP_441801.1
16329170	16331074	sll0422	NP_441802.1
16329170	16331075	sll0421	NP_441803.1
16329170	16331076	slr0445	NP_441804.1
16329170	16331077	sll0420	NP_441805.1
16329170	16331078	sll0419	NP_441806.1
16329170	16331079	sll0418	NP_441807.1
16329170	16331080	slr0446	NP_441808.1
16329170	16331081	slr0447	NP_441809.1
16329170	16331082	slr0448	NP_441810.1
16329170	16331083	sll0274	NP_441811.1
16329170	16331084	sll0273	NP_441812.1
16329170	16331085	sll0272	NP_441813.1
16329170	16331086	sll0271	NP_441814.1
16329170	16331087	slr0280	NP_441815.1
16329170	16331088	sll0270	NP_441816.1
16329170	16331089	sll0269	NP_441817.1
16329170	16331090	sll0268	NP_441818.1
16329170	16331091	sll0267	NP_441819.1
16329170	16331092	sll0266	NP_441820.1
16329170	16331093	sll0265	NP_441821.1
16329170	16331094	sll0264	NP_441822.1
16329170	16331095	sll0263	NP_441823.1
16329170	16331096	sll0262	NP_441824.1
16329170	16331097	sll0261	NP_441825.1
16329170	16331098	slr0284	NP_441826.1
16329170	16331099	slr0285	NP_441827.1
16329170	16331100	slr0286	NP_441828.1
16329170	16331101	sll0260	NP_441829.1
16329170	16331102	ssr0482	NP_441830.1
16329170	16331103	slr0287	NP_441831.1
16329170	16331104	slr0288	NP_441832.1
16329170	16331105	slr0291	NP_441833.1
16329170	16331106	sll0258	NP_441834.1
16329170	16331107	ssl0483	NP_441835.1
16329170	16331108	slr0292	NP_441836.1
16329170	16331109	sll0257	NP_441837.1
16329170	16331110	slr0293	NP_441838.1
16329170	16331111	slr0294	NP_441839.1
16329170	16331112	slr0392	NP_441840.1
16329170	16331113	slr0393	NP_441841.1
16329170	16331114	sll0364	NP_441842.1
16329170	16331116	slr0395	NP_441844.1
16329170	16331117	sll0362	NP_441845.1
16329170	16331118	sll0361	NP_441846.1
16329170	16331119	sll0360	NP_441847.1
16329170	16331120	sll0359	NP_441848.1
16329170	16331121	slr0397	NP_441849.1
16329170	16331122	slr0398	NP_441850.1
16329170	16331123	slr0399	NP_441851.1
16329170	16331124	slr0400	NP_441852.1
16329170	16331125	slr0401	NP_441853.1
16329170	16331126	slr0402	NP_441854.1
16329170	16331128	slr0404	NP_441856.1
16329170	16331129	ssr0657	NP_441857.1
16329170	16331130	sll0356	NP_441858.1
16329170	16331131	sll0355	NP_441859.1
16329170	16331132	sll0354	NP_441860.1
16329170	16331133	slr0406	NP_441861.1
16329170	16331134	slr0407	NP_441862.1
16329170	16331135	slr0408	NP_441863.1
16329170	16331136	slr0142	NP_441864.1
16329170	16331137	slr0143	NP_441865.1
16329170	16331138	slr0144	NP_441866.1
16329170	16331139	slr0145	NP_441867.1
16329170	16331140	slr0146	NP_441868.1
16329170	16331141	slr0147	NP_441869.1
16329170	16331142	slr0148	NP_441870.1
16329170	16331143	slr0149	NP_441871.1
16329170	16331144	slr0150	NP_441872.1
16329170	16331145	slr0151	NP_441873.1
16329170	16331146	slr0152	NP_441874.1
16329170	16331147	sll0149	NP_441875.1
16329170	16331148	sll0148	NP_441876.1
16329170	16331149	sll0147	NP_441877.1
16329170	16331150	sll0146	NP_441878.1
16329170	16331151	sll0145	NP_441879.1
16329170	16331153	ssl0259	NP_441881.1
16329170	16331154	slr0156	NP_441882.1
16329170	16331155	slr0157	NP_441883.1
16329170	16331156	sll0142	NP_441884.1
16329170	16331157	sll0141	NP_441885.1
16329170	16331158	slr0161	NP_441886.1
16329170	16331159	slr0162	NP_441887.1
16329170	16331160	slr0163	NP_441888.1
16329170	16331161	slr0164	NP_441889.1
16329170	16331162	slr0165	NP_441890.1
16329170	16331163	sll0136	NP_441891.1
16329170	16331164	sll0135	NP_441892.1
16329170	16331165	ssl0242	NP_441893.1
16329170	16331166	ssr0256	NP_441894.1
16329170	16331167	slr0166	NP_441895.1
16329170	16331168	slr1923	NP_441896.1
16329170	16331169	slr1924	NP_441897.1
16329170	16331170	slr1925	NP_441898.1
16329170	16331171	sll1865	NP_441899.1
16329170	16331172	sll1864	NP_441900.1
16329170	16331173	slr1926	NP_441901.1
16329170	16331174	slr1927	NP_441902.1
16329170	16331175	slr1928	NP_441903.1
16329170	16331176	slr1929	NP_441904.1
16329170	16331177	slr1930	NP_441905.1
16329170	16331178	slr1931	NP_441906.1
16329170	16331179	slr1932	NP_441907.1
16329170	16331180	sll1863	NP_441908.1
16329170	16331181	sll1862	NP_441909.1
16329170	16331182	sll1861	NP_441910.1
16329170	16331183	sll1860	NP_441911.1
16329170	16331184	slr1933	NP_441912.1
16329170	16331185	sll1858	NP_441913.1
16329170	16331186	slr1934	NP_441914.1
