id	reaction
slr0679	Juvenile hormone III acid + S-Adenosyl-L-methionine <=> Juvenilehormone III + S-Adenosyl-L-homocysteine
slr0679	Desmethylxanthohumol <=> Xanthohumol
slr0679	N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine +S-Adenosyl-L-homocysteine
slr0679	2-Hydroxyestradiol-17beta + S-Adenosyl-L-methionine <=>2-Methoxyestradiol-17beta + S-Adenosyl-L-homocysteine
slr0679	2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
slr0679	3-Hydroxyanthranilate + Activated methyl group <=>3-Methoxyanthranilate
slr0679	Xanthurenic acid <=> 8-Methoxykynurenate
slr0679	Anhalonidine + S-Adenosyl-L-methionine <=> Anhalonine +S-Adenosyl-L-homocysteine
slr0679	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
slr0679	2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
slr0679	1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R
slr0679	D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine +S-Adenosyl-L-homocysteine
slr0679	dTDP-beta-L-daunosamine <=> dTDP-L-megosamine
slr0679	Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin+ S-Adenosyl-L-homocysteine
slr0679	dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine<=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
slr0679	(S)-Corytuberine + S-Adenosyl-L-methionine <=> Magnoflorine +S-Adenosyl-L-homocysteine
slr0679	Isoandrocymbine + S-Adenosyl-L-methionine <=> O-Methylandrocymbine +S-Adenosyl-L-homocysteine
slr0679	2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
slr0679	2-Hexaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
slr0679	Floramultine + S-Adenosyl-L-methionine <=> Kreysigine +S-Adenosyl-L-homocysteine
slr0679	(R)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
slr0679	R + Se-Adenosylselenomethionine <=> CH3-R +Se-Adenosylselenohomocysteine
sll0916	Cobalt-precorrin 8 <=> Cobyrinate
sll0916	Precorrin 8X <=> Hydrogenobyrinate
slr1349	alpha-D-Glucose 6-phosphate <=> beta-D-Fructose 6-phosphate
slr1349	alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate
slr1349	beta-D-Glucose 6-phosphate <=> beta-D-Fructose 6-phosphate
slr0493	D-Mannose 6-phosphate <=> beta-D-Fructose 6-phosphate
slr0116	Biliverdin + Reduced ferredoxin <=> (3Z)-Phycocyanobilin + Oxidizedferredoxin
sll0016	Pentosan + H2O <=> Pentosan + D-Xylose
sll0016	(+)-7-Isojasmonic acid CoA + H2O <=> CoA + (+)-7-Isojasmonic acid
sll0016	Pentosan + H2O <=> Pentosan + L-Arabinose
sll0016	Heparan sulfate + H2O <=> Heparan sulfate + G13034
sll0016	3-beta-D-Galactosyl-sn-glycerol + H2O <=> Galactose + Glycerol
sll0016	UDP-glucuronate + H2O <=> UDP + D-Glucuronate
sll0861	N-Acetylmuramic acid 6-phosphate + H2O <=> N-Acetyl-D-glucosamine6-phosphate + (R)-Lactate
slr0682	L-Histidinol + 2 NAD+ + H2O <=> L-Histidine + 2 NADH + 2 H+
sll0053	ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate +Carboxybiotin-carboxyl-carrier protein
sll0053	ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA
sll0053	Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA+ Holo-[carboxylase]
sll1059	ATP + dAMP <=> ADP + dADP
slr1746	L-Glutamate <=> D-Glutamate
sll1262	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
slr0611	1,4-Dihydroxy-2-naphthoate + Phytyl diphosphate <=>2-Phytyl-1,4-naphthoquinone + CO2 + Diphosphate
slr0611	Phytyl diphosphate + Homogentisate <=> 2-Methyl-6-phytylquinol +Diphosphate + CO2
slr0611	all-trans-Octaprenyl diphosphate + Diphosphate <=>all-trans-Heptaprenyl diphosphate + Isopentenyl diphosphate
slr0611	all-trans-Nonaprenyl diphosphate + 4-Hydroxybenzoate <=> Diphosphate+ 3-Nonaprenyl-4-hydroxybenzoate
slr0611	O-Succinyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine +Succinate
slr0611	Homogentisate + all-trans-Nonaprenyl diphosphate <=>2-Methyl-6-solanyl-1,4-benzoquinol + Diphosphate + CO2
slr0611	Heme <=> Heme O
slr0611	Indole <=> Indole-3-acetate
slr0611	all-trans-Polyprenyl diphosphate + 4-Hydroxybenzoate <=>4-Hydroxy-3-polyprenylbenzoate + Diphosphate
slr0611	Geranylgeranyl diphosphate + Isopentenyl diphosphate <=>all-trans-Pentaprenyl diphosphate + Diphosphate
slr0611	trans,trans,cis-Geranylgeranyl diphosphate + n Isopentenyldiphosphate <=> Dehydrodolichol diphosphate + n Diphosphate
slr0611	O-Phosphoseryl-tRNA(Cys) + Sulfur donor <=> L-Cysteinyl-tRNA(Cys) +Orthophosphate
slr0611	all-trans-Octaprenyl diphosphate + 4-Hydroxybenzoate <=>3-Octaprenyl-4-hydroxybenzoate + Diphosphate
slr0611	trans,trans-Farnesyl diphosphate + Isopentenyl diphosphate <=>trans,trans,cis-Geranylgeranyl diphosphate + Diphosphate
slr0611	all-trans-Nonaprenyl diphosphate + Isopentenyl diphosphate <=>all-trans-Decaprenyl diphosphate + Diphosphate
slr0611	2 trans,trans-Farnesyl diphosphate <=> 4,4'-Diapophytoene
slr0611	1,4-Dihydroxy-2-naphthoate + all-trans-Octaprenyl diphosphate <=>2-Demethylmenaquinone + Diphosphate + CO2
slr0611	all-trans-Hexaprenyl diphosphate + 4-Hydroxybenzoate <=>3-Hexaprenyl-4-hydroxybenzoate + Diphosphate
slr0611	N-Hydroxyl-tryptamine <=> Indole-3-acetaldehyde oxime
slr1211	Hydrogenobyrinate a,c diamide + Cobalt ion + ATP + H2O <=>Cob(II)yrinate a,c diamide + Orthophosphate + ADP + H+
slr0922	N-Substituted aminoacyl-tRNA + H2O <=> N-Substituted amino acid +tRNA
sll1909	L-Histidine + S-Adenosyl-L-methionine <=> N(pi)-Methyl-L-histidine +S-Adenosyl-L-homocysteine
sll1909	2-Demethylmenaquinone + S-Adenosyl-L-methionine <=> Menaquinone +S-Adenosyl-L-homocysteine
sll1909	dTDP-4-oxo-2,6-dideoxy-L-mannose + S-Adenosyl-L-methionine <=>dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose +S-Adenosyl-L-homocysteine + H+
sll1909	(S)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1909	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1909	Hydroxyspirilloxanthin + S-Adenosyl-L-methionine <=> Spirilloxanthin+ S-Adenosyl-L-homocysteine
sll1909	3-(2-Aminoethyl)-1H-indol-5-ol + 5-Methyltetrahydrofolate <=>5-Methoxytryptamine + Tetrahydrofolate
sll1909	2-Polyprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Polyprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1909	2-Methyl-6-phytylquinol + S-Adenosyl-L-methionine <=>2,3-Dimethyl-5-phytylquinol + S-Adenosyl-L-homocysteine
sll1909	2-Polyprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1909	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1909	Norgalanthamine + S-Adenosyl-L-methionine <=> Galanthamine +S-Adenosyl-L-homocysteine
sll1909	2-Phytyl-1,4-naphthoquinone + S-Adenosyl-L-methionine <=>Phylloquinone + S-Adenosyl-L-homocysteine
sll1909	5-Methyltetrahydrofolate + Corrinoid + H+ <=> Methylcorrinoid +Tetrahydrofolate
sll1909	1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone +S-Adenosyl-L-methionine <=> [6]-Gingerol + S-Adenosyl-L-homocysteine
sll1909	2-Methyl-6-solanyl-1,4-benzoquinol + S-Adenosyl-L-methionine <=>Plastoquinone-9 + S-Adenosyl-L-homocysteine
sll1909	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1909	3',4'-Dihydrorhodovibrin + S-Adenosyl-L-methionine <=>3,4,3',4'-Tetrahydrospirilloxanthin + S-Adenosyl-L-homocysteine
sll1909	1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione + S-Adenosyl-L-methionine<=> 1-Dehydro-[6]-gingerdione + S-Adenosyl-L-homocysteine
sll1909	Norbelladine <=> 4'-O-Methylnorbelladine
sll1909	3,4-Dehydrorhodopin + S-Adenosyl-L-methionine <=> Anhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1909	Demethylspheroidene + S-Adenosyl-L-methionine <=> Spheroidene +S-Adenosyl-L-homocysteine
sll1909	(-)-Norephedrine + S-Adenosyl-L-methionine <=> Ephedrine +S-Adenosyl-L-homocysteine
sll1909	Cobalt-precorrin 5 + S-Adenosyl-L-methionine + H2O <=>Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine + Acetaldehyde
sll1909	Juvenile hormone III acid + S-Adenosyl-L-methionine <=> Juvenilehormone III + S-Adenosyl-L-homocysteine
sll1909	Desmethylxanthohumol <=> Xanthohumol
sll1909	N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine +S-Adenosyl-L-homocysteine
sll1909	2-Hydroxyestradiol-17beta + S-Adenosyl-L-methionine <=>2-Methoxyestradiol-17beta + S-Adenosyl-L-homocysteine
sll1909	2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1909	3-Hydroxyanthranilate + Activated methyl group <=>3-Methoxyanthranilate
sll1909	Xanthurenic acid <=> 8-Methoxykynurenate
sll1909	Anhalonidine + S-Adenosyl-L-methionine <=> Anhalonine +S-Adenosyl-L-homocysteine
sll1909	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1909	2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1909	1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R
sll1909	D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine +S-Adenosyl-L-homocysteine
sll1909	dTDP-beta-L-daunosamine <=> dTDP-L-megosamine
sll1909	Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1909	dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine<=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
sll1909	(S)-Corytuberine + S-Adenosyl-L-methionine <=> Magnoflorine +S-Adenosyl-L-homocysteine
sll1909	Isoandrocymbine + S-Adenosyl-L-methionine <=> O-Methylandrocymbine +S-Adenosyl-L-homocysteine
sll1909	2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1909	2-Hexaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1909	Floramultine + S-Adenosyl-L-methionine <=> Kreysigine +S-Adenosyl-L-homocysteine
sll1909	(R)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1909	R + Se-Adenosylselenomethionine <=> CH3-R +Se-Adenosylselenohomocysteine
sll0404	Glycolate + Oxygen <=> Glyoxylate + H2O2
sll0404	(S)-2-Hydroxy acid + Oxygen <=> 2-Oxo acid + H2O2
sll0045	UDP-glucose + D-Fructose 6-phosphate <=> UDP + Sucrose 6-phosphate
sll0045	UDP-D-glucose + D-Fructose 6-phosphate <=> UDP + Sucrose 6-phosphate
slr0955	L-Histidine + S-Adenosyl-L-methionine <=> N(pi)-Methyl-L-histidine +S-Adenosyl-L-homocysteine
slr0955	2-Demethylmenaquinone + S-Adenosyl-L-methionine <=> Menaquinone +S-Adenosyl-L-homocysteine
slr0955	dTDP-4-oxo-2,6-dideoxy-L-mannose + S-Adenosyl-L-methionine <=>dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose +S-Adenosyl-L-homocysteine + H+
slr0955	(S)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
slr0955	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
slr0955	Hydroxyspirilloxanthin + S-Adenosyl-L-methionine <=> Spirilloxanthin+ S-Adenosyl-L-homocysteine
slr0955	3-(2-Aminoethyl)-1H-indol-5-ol + 5-Methyltetrahydrofolate <=>5-Methoxytryptamine + Tetrahydrofolate
slr0955	2-Polyprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Polyprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
slr0955	2-Methyl-6-phytylquinol + S-Adenosyl-L-methionine <=>2,3-Dimethyl-5-phytylquinol + S-Adenosyl-L-homocysteine
slr0955	2-Polyprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
slr0955	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
slr0955	Norgalanthamine + S-Adenosyl-L-methionine <=> Galanthamine +S-Adenosyl-L-homocysteine
slr0955	2-Phytyl-1,4-naphthoquinone + S-Adenosyl-L-methionine <=>Phylloquinone + S-Adenosyl-L-homocysteine
slr0955	5-Methyltetrahydrofolate + Corrinoid + H+ <=> Methylcorrinoid +Tetrahydrofolate
slr0955	1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone +S-Adenosyl-L-methionine <=> [6]-Gingerol + S-Adenosyl-L-homocysteine
slr0955	2-Methyl-6-solanyl-1,4-benzoquinol + S-Adenosyl-L-methionine <=>Plastoquinone-9 + S-Adenosyl-L-homocysteine
slr0955	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
slr0955	3',4'-Dihydrorhodovibrin + S-Adenosyl-L-methionine <=>3,4,3',4'-Tetrahydrospirilloxanthin + S-Adenosyl-L-homocysteine
slr0955	1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione + S-Adenosyl-L-methionine<=> 1-Dehydro-[6]-gingerdione + S-Adenosyl-L-homocysteine
slr0955	Norbelladine <=> 4'-O-Methylnorbelladine
slr0955	3,4-Dehydrorhodopin + S-Adenosyl-L-methionine <=> Anhydrorhodovibrin+ S-Adenosyl-L-homocysteine
slr0955	Demethylspheroidene + S-Adenosyl-L-methionine <=> Spheroidene +S-Adenosyl-L-homocysteine
slr0955	(-)-Norephedrine + S-Adenosyl-L-methionine <=> Ephedrine +S-Adenosyl-L-homocysteine
slr0955	Cobalt-precorrin 5 + S-Adenosyl-L-methionine + H2O <=>Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine + Acetaldehyde
slr0955	Juvenile hormone III acid + S-Adenosyl-L-methionine <=> Juvenilehormone III + S-Adenosyl-L-homocysteine
slr0955	Desmethylxanthohumol <=> Xanthohumol
slr0955	N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine +S-Adenosyl-L-homocysteine
slr0955	2-Hydroxyestradiol-17beta + S-Adenosyl-L-methionine <=>2-Methoxyestradiol-17beta + S-Adenosyl-L-homocysteine
slr0955	2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
slr0955	3-Hydroxyanthranilate + Activated methyl group <=>3-Methoxyanthranilate
slr0955	Xanthurenic acid <=> 8-Methoxykynurenate
slr0955	Anhalonidine + S-Adenosyl-L-methionine <=> Anhalonine +S-Adenosyl-L-homocysteine
slr0955	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
slr0955	2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
slr0955	1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R
slr0955	D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine +S-Adenosyl-L-homocysteine
slr0955	dTDP-beta-L-daunosamine <=> dTDP-L-megosamine
slr0955	Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin+ S-Adenosyl-L-homocysteine
slr0955	dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine<=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
slr0955	(S)-Corytuberine + S-Adenosyl-L-methionine <=> Magnoflorine +S-Adenosyl-L-homocysteine
slr0955	Isoandrocymbine + S-Adenosyl-L-methionine <=> O-Methylandrocymbine +S-Adenosyl-L-homocysteine
slr0955	2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
slr0955	2-Hexaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
slr0955	Floramultine + S-Adenosyl-L-methionine <=> Kreysigine +S-Adenosyl-L-homocysteine
slr0955	(R)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
slr0955	R + Se-Adenosylselenomethionine <=> CH3-R +Se-Adenosylselenohomocysteine
sll1522	CDP-diacylglycerol + sn-Glycerol 3-phosphate <=> CMP +Phosphatidylglycerophosphate
sll0554	Protochlorophyllide + ATP <=> Chlorophyllide + ADP + Orthophosphate
sll1074	ATP + L-Leucine + tRNA(Leu) <=> AMP + Diphosphate + L-Leucyl-tRNA
slr1874	ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine
sll0270	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + H2O <=> UMP +2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
sll0270	GDP-mannose + H2O <=> GMP + D-Mannose 1-phosphate
sll1172	O-Phospho-4-hydroxy-L-threonine + H2O <=> 4-Hydroxy-L-threonine +Orthophosphate
slr0750	Protochlorophyllide + ATP <=> Chlorophyllide + ADP + Orthophosphate
sll1818	ATP + RNA <=> Diphosphate + RNA
sll1818	CTP + RNA <=> Diphosphate + RNA
sll1818	UTP + RNA <=> Diphosphate + RNA
sll1818	GTP + RNA <=> Diphosphate + RNA
sll1818	Nucleoside triphosphate + RNA <=> Diphosphate + RNA
sll0179	tRNA(Glu) + L-Glutamate + ATP <=> L-Glutamyl-tRNA(Glu) + Diphosphate+ AMP
sll1967	L-Histidine + S-Adenosyl-L-methionine <=> N(pi)-Methyl-L-histidine +S-Adenosyl-L-homocysteine
sll1967	2-Demethylmenaquinone + S-Adenosyl-L-methionine <=> Menaquinone +S-Adenosyl-L-homocysteine
sll1967	dTDP-4-oxo-2,6-dideoxy-L-mannose + S-Adenosyl-L-methionine <=>dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose +S-Adenosyl-L-homocysteine + H+
sll1967	(S)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1967	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1967	Hydroxyspirilloxanthin + S-Adenosyl-L-methionine <=> Spirilloxanthin+ S-Adenosyl-L-homocysteine
sll1967	3-(2-Aminoethyl)-1H-indol-5-ol + 5-Methyltetrahydrofolate <=>5-Methoxytryptamine + Tetrahydrofolate
sll1967	2-Polyprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Polyprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1967	2-Methyl-6-phytylquinol + S-Adenosyl-L-methionine <=>2,3-Dimethyl-5-phytylquinol + S-Adenosyl-L-homocysteine
sll1967	2-Polyprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1967	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1967	Norgalanthamine + S-Adenosyl-L-methionine <=> Galanthamine +S-Adenosyl-L-homocysteine
sll1967	2-Phytyl-1,4-naphthoquinone + S-Adenosyl-L-methionine <=>Phylloquinone + S-Adenosyl-L-homocysteine
sll1967	5-Methyltetrahydrofolate + Corrinoid + H+ <=> Methylcorrinoid +Tetrahydrofolate
sll1967	1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone +S-Adenosyl-L-methionine <=> [6]-Gingerol + S-Adenosyl-L-homocysteine
sll1967	2-Methyl-6-solanyl-1,4-benzoquinol + S-Adenosyl-L-methionine <=>Plastoquinone-9 + S-Adenosyl-L-homocysteine
sll1967	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1967	3',4'-Dihydrorhodovibrin + S-Adenosyl-L-methionine <=>3,4,3',4'-Tetrahydrospirilloxanthin + S-Adenosyl-L-homocysteine
sll1967	1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione + S-Adenosyl-L-methionine<=> 1-Dehydro-[6]-gingerdione + S-Adenosyl-L-homocysteine
sll1967	Norbelladine <=> 4'-O-Methylnorbelladine
sll1967	3,4-Dehydrorhodopin + S-Adenosyl-L-methionine <=> Anhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1967	Demethylspheroidene + S-Adenosyl-L-methionine <=> Spheroidene +S-Adenosyl-L-homocysteine
sll1967	(-)-Norephedrine + S-Adenosyl-L-methionine <=> Ephedrine +S-Adenosyl-L-homocysteine
sll1967	Cobalt-precorrin 5 + S-Adenosyl-L-methionine + H2O <=>Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine + Acetaldehyde
sll1967	Juvenile hormone III acid + S-Adenosyl-L-methionine <=> Juvenilehormone III + S-Adenosyl-L-homocysteine
sll1967	Desmethylxanthohumol <=> Xanthohumol
sll1967	N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine +S-Adenosyl-L-homocysteine
sll1967	2-Hydroxyestradiol-17beta + S-Adenosyl-L-methionine <=>2-Methoxyestradiol-17beta + S-Adenosyl-L-homocysteine
sll1967	2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1967	3-Hydroxyanthranilate + Activated methyl group <=>3-Methoxyanthranilate
sll1967	Xanthurenic acid <=> 8-Methoxykynurenate
sll1967	Anhalonidine + S-Adenosyl-L-methionine <=> Anhalonine +S-Adenosyl-L-homocysteine
sll1967	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1967	2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1967	1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R
sll1967	D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine +S-Adenosyl-L-homocysteine
sll1967	dTDP-beta-L-daunosamine <=> dTDP-L-megosamine
sll1967	Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1967	dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine<=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
sll1967	(S)-Corytuberine + S-Adenosyl-L-methionine <=> Magnoflorine +S-Adenosyl-L-homocysteine
sll1967	Isoandrocymbine + S-Adenosyl-L-methionine <=> O-Methylandrocymbine +S-Adenosyl-L-homocysteine
sll1967	2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1967	2-Hexaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1967	Floramultine + S-Adenosyl-L-methionine <=> Kreysigine +S-Adenosyl-L-homocysteine
sll1967	(R)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1967	R + Se-Adenosylselenomethionine <=> CH3-R +Se-Adenosylselenohomocysteine
slr1179	Fructoselysine + ATP <=> Fructoselysine 6-phosphate + ADP
slr1179	D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP
slr1179	L-Seryl-tRNA(Sec) + ATP <=> O-Phosphoseryl-tRNA(Sec) + ADP
slr1179	7-Mercaptoheptanoylthreonine + ATP <=>N-(7-Mercaptoheptanoyl)threonine 3-O-phosphate + ADP
slr1179	ATP + Glycerone <=> ADP + Glycerone phosphate
slr1179	Nicotinate D-ribonucleotide + ADP <=> Nicotinate D-ribonucleoside +ATP
slr1179	ATP + D-glycero-D-manno-Heptose 7-phosphate <=> ADP +D-glycero-D-manno-Heptose 1,7-bisphosphate
sll1556	Isopentenyl diphosphate <=> Dimethylallyl diphosphate
sll1045	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + H2O <=> UMP +2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
sll1045	GDP-mannose + H2O <=> GMP + D-Mannose 1-phosphate
sll1138	beta-D-Glucose 1-phosphate <=> beta-D-Glucose 6-phosphate
sll1223	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
sll1659	1,4-Dihydroxy-2-naphthoate + Phytyl diphosphate <=>2-Phytyl-1,4-naphthoquinone + CO2 + Diphosphate
sll1659	Phytyl diphosphate + Homogentisate <=> 2-Methyl-6-phytylquinol +Diphosphate + CO2
