start1	end1	start2	end2	idone	idtwo	strand
1360434	1362025	5893868	5895458	NC_000911	NC_019684	+
1362096	1362148	5895496	5895548	NC_000911	NC_019684	+
1367150	1369499	697925	695579	NC_000911	NC_019684	-
1370677	1370752	695047	694974	NC_000911	NC_019684	-
1372608	1373148	4564886	4564346	NC_000911	NC_019684	-
1373151	1374963	4564296	4562498	NC_000911	NC_019684	-
1397990	1399180	5638761	5639950	NC_000911	NC_019684	+
1399369	1400316	5640000	5640950	NC_000911	NC_019684	+
1401517	1401594	3500608	3500531	NC_000911	NC_019684	-
1414135	1416615	5279038	5281533	NC_000911	NC_019684	+
1430405	1430908	6335638	6336140	NC_000911	NC_019684	+
1430970	1431485	6336172	6336691	NC_000911	NC_019684	+
1431521	1431643	6336699	6336831	NC_000911	NC_019684	+
1431681	1431900	6336915	6337135	NC_000911	NC_019684	+
1432024	1432424	4769501	4769900	NC_000911	NC_019684	+
1432447	1432882	4769957	4770391	NC_000911	NC_019684	+
1432986	1434557	4770693	4772264	NC_000911	NC_019684	+
1434956	1435324	3043708	3044073	NC_000911	NC_019684	+
1447106	1447871	5788275	5787508	NC_000911	NC_019684	-
1448060	1450566	5787286	5784783	NC_000911	NC_019684	-
1457680	1459869	4993621	4995804	NC_000911	NC_019684	+
1468154	1468951	4483927	4483130	NC_000911	NC_019684	-
1472165	1473935	6416337	6418107	NC_000911	NC_019684	+
1475512	1476141	4898266	4897637	NC_000911	NC_019684	-
1476194	1476718	4897584	4897060	NC_000911	NC_019684	-
1484245	1484531	3211853	3211567	NC_000911	NC_019684	-
1484776	1486034	3211322	3210067	NC_000911	NC_019684	-
1490529	1490880	687160	687499	NC_000911	NC_019684	+
1490924	1491338	687538	687951	NC_000911	NC_019684	+
1491656	1492353	688016	688712	NC_000911	NC_019684	+
1493227	1494439	689867	691079	NC_000911	NC_019684	+
1494456	1494692	2969328	2969563	NC_000911	NC_019684	+
1494790	1495849	2969727	2970790	NC_000911	NC_019684	+
1495850	1496805	692458	693412	NC_000911	NC_019684	+
1497029	1497107	693622	693699	NC_000911	NC_019684	+
1497338	1497835	693744	694244	NC_000911	NC_019684	+
1504911	1506602	5557877	5559556	NC_000911	NC_019684	+
1510015	1511174	769089	770248	NC_000911	NC_019684	+
1516747	1517170	4046401	4045981	NC_000911	NC_019684	-
1517615	1517701	4044483	4044397	NC_000911	NC_019684	-
1547341	1548511	1302361	1301200	NC_000911	NC_019684	-
1548928	1550627	5310386	5308687	NC_000911	NC_019684	-
1551009	1552854	3727165	3725335	NC_000911	NC_019684	-
1552988	1553061	1740661	1740733	NC_000911	NC_019684	+
1553409	1553546	1741193	1741344	NC_000911	NC_019684	+
1556462	1558120	3797097	3795431	NC_000911	NC_019684	-
1560306	1561423	5107545	5108656	NC_000911	NC_019684	+
1585336	1586605	6275254	6273985	NC_000911	NC_019684	-
1593058	1593107	662007	662055	NC_000911	NC_019684	+
1593125	1594009	662074	662951	NC_000911	NC_019684	+
1596747	1596936	4208403	4208212	NC_000911	NC_019684	-
1597023	1598904	4208125	4206248	NC_000911	NC_019684	-
1600395	1600488	3340002	3339908	NC_000911	NC_019684	-
1600603	1600679	3339798	3339725	NC_000911	NC_019684	-
1600680	1602220	3338794	3337237	NC_000911	NC_019684	-
1608226	1609379	748879	750029	NC_000911	NC_019684	+
1609627	1609785	750210	750368	NC_000911	NC_019684	+
1612764	1612956	4380449	4380257	NC_000911	NC_019684	-
1613367	1614070	4379816	4379113	NC_000911	NC_019684	-
1618127	1619543	4208691	4210110	NC_000911	NC_019684	+
1621052	1621798	2348131	2347385	NC_000911	NC_019684	-
1621827	1621875	2347356	2347308	NC_000911	NC_019684	-
1621958	1622594	2347183	2346541	NC_000911	NC_019684	-
1642306	1643285	1751172	1752151	NC_000911	NC_019684	+
1643895	1644529	2315196	2315830	NC_000911	NC_019684	+
1644905	1645440	3904731	3905265	NC_000911	NC_019684	+
1645573	1648051	3905399	3907867	NC_000911	NC_019684	+
1650949	1652333	6160085	6158701	NC_000911	NC_019684	-
1656200	1657776	5360474	5358901	NC_000911	NC_019684	-
1657967	1658129	5358716	5358548	NC_000911	NC_019684	-
1658490	1659722	3852454	3851224	NC_000911	NC_019684	-
1666894	1668439	6133249	6131703	NC_000911	NC_019684	-
1668505	1668990	6131647	6131146	NC_000911	NC_019684	-
1672083	1672638	2118359	2117800	NC_000911	NC_019684	-
1672639	1673498	2117772	2116913	NC_000911	NC_019684	-
1674440	1674914	2115621	2115154	NC_000911	NC_019684	-
1676387	1677441	2113426	2112372	NC_000911	NC_019684	-
1680683	1682091	5373445	5372037	NC_000911	NC_019684	-
1682916	1683535	2756858	2757477	NC_000911	NC_019684	+
1687728	1688010	1736056	1736334	NC_000911	NC_019684	+
1688210	1689251	1736553	1737594	NC_000911	NC_019684	+
1690005	1690913	222694	223602	NC_000911	NC_019684	+
1712565	1713244	2863636	2864315	NC_000911	NC_019684	+
1715044	1715300	556458	556710	NC_000911	NC_019684	+
1716397	1717036	575639	576274	NC_000911	NC_019684	+
1721311	1721414	247024	246924	NC_000911	NC_019684	-
1721461	1721701	246877	246637	NC_000911	NC_019684	-
1721710	1722066	246346	245986	NC_000911	NC_019684	-
1722236	1723057	245617	244801	NC_000911	NC_019684	-
1723131	1723267	5381438	5381306	NC_000911	NC_019684	-
1723471	1724037	683967	683401	NC_000911	NC_019684	-
1724100	1724504	683377	682973	NC_000911	NC_019684	-
1731355	1732529	353809	354977	NC_000911	NC_019684	+
1734470	1735728	5697592	5696364	NC_000911	NC_019684	-
1736294	1736389	5695822	5695727	NC_000911	NC_019684	-
1736449	1736868	5695712	5695293	NC_000911	NC_019684	-
1736911	1737212	5695250	5694949	NC_000911	NC_019684	-
1741047	1742325	1192322	1193609	NC_000911	NC_019684	+
1743453	1744118	6256928	6257605	NC_000911	NC_019684	+
1752991	1754501	4633689	4632179	NC_000911	NC_019684	-
1757631	1758522	4466067	4466957	NC_000911	NC_019684	+
1758723	1759576	4467567	4468409	NC_000911	NC_019684	+
1769254	1770402	6207464	6206316	NC_000911	NC_019684	-
1784149	1784948	4123865	4124663	NC_000911	NC_019684	+
1788547	1789908	4223613	4222249	NC_000911	NC_019684	-
1791686	1792658	2794010	2794982	NC_000911	NC_019684	+
1793912	1794998	4332819	4333905	NC_000911	NC_019684	+
1805452	1805974	4764780	4765302	NC_000911	NC_019684	+
1814490	1815249	3344487	3345234	NC_000911	NC_019684	+
1830375	1830577	410631	410836	NC_000911	NC_019684	+
1830647	1831458	410880	411686	NC_000911	NC_019684	+
1831561	1831930	412529	412897	NC_000911	NC_019684	+
1831953	1832120	412952	413126	NC_000911	NC_019684	+
1832238	1832380	1299514	1299656	NC_000911	NC_019684	+
1834675	1835589	1511154	1512073	NC_000911	NC_019684	+
1845834	1846840	1012716	1013725	NC_000911	NC_019684	+
1848803	1849365	2177894	2177335	NC_000911	NC_019684	-
1849731	1850046	2177119	2176810	NC_000911	NC_019684	-
1850104	1850405	2176755	2176454	NC_000911	NC_019684	-
1850729	1852820	2176256	2174150	NC_000911	NC_019684	-
1853003	1853454	2174002	2173546	NC_000911	NC_019684	-
1854125	1855763	3436596	3438234	NC_000911	NC_019684	+
1863454	1863956	5274066	5274574	NC_000911	NC_019684	+
1865700	1866759	5165074	5164009	NC_000911	NC_019684	-
1869209	1869381	5161728	5161562	NC_000911	NC_019684	-
1869448	1870162	5161522	5160805	NC_000911	NC_019684	-
1870332	1870488	5160527	5160371	NC_000911	NC_019684	-
1870535	1870600	5160312	5160247	NC_000911	NC_019684	-
1871559	1871972	5158790	5158351	NC_000911	NC_019684	-
1873699	1874774	3304328	3305404	NC_000911	NC_019684	+
1874907	1875492	4348159	4347597	NC_000911	NC_019684	-
1875606	1876832	4347576	4346359	NC_000911	NC_019684	-
1886802	1887052	2766584	2766345	NC_000911	NC_019684	-
1890444	1890995	3582708	3583256	NC_000911	NC_019684	+
1891316	1891400	3583578	3583661	NC_000911	NC_019684	+
1891449	1892157	3583711	3584420	NC_000911	NC_019684	+
1893941	1894923	6452376	6451394	NC_000911	NC_019684	-
1895554	1896594	5682896	5681864	NC_000911	NC_019684	-
1899687	1901151	4411869	4410384	NC_000911	NC_019684	-
1902507	1903924	2362524	2363932	NC_000911	NC_019684	+
1914820	1915147	5074844	5074516	NC_000911	NC_019684	-
1915273	1915921	5074343	5073695	NC_000911	NC_019684	-
1915935	1916477	5073651	5073109	NC_000911	NC_019684	-
1916533	1917672	5073090	5071948	NC_000911	NC_019684	-
1917781	1918639	5071839	5070986	NC_000911	NC_019684	-
1918811	1919290	5070875	5070396	NC_000911	NC_019684	-
1919411	1919914	5070026	5069535	NC_000911	NC_019684	-
1931248	1932371	801261	800140	NC_000911	NC_019684	-
1934299	1935674	6371963	6373324	NC_000911	NC_019684	+
1936194	1937002	1966761	1965956	NC_000911	NC_019684	-
1952278	1953697	682657	681244	NC_000911	NC_019684	-
1959484	1960242	5246665	5247413	NC_000911	NC_019684	+
1960280	1960465	5247452	5247640	NC_000911	NC_019684	+
1960499	1961057	5247707	5248265	NC_000911	NC_019684	+
1966142	1966600	5028872	5028414	NC_000911	NC_019684	-
1966627	1967720	5028387	5027295	NC_000911	NC_019684	-
1967751	1968749	5027224	5026226	NC_000911	NC_019684	-
1976875	1977981	4101169	4102279	NC_000911	NC_019684	+
1983358	1983934	4852362	4852937	NC_000911	NC_019684	+
1983991	1985631	4853136	4854776	NC_000911	NC_019684	+
1988835	1991321	2924524	2927019	NC_000911	NC_019684	+
1993373	1993572	479021	478821	NC_000911	NC_019684	-
1994150	1995890	3102717	3104456	NC_000911	NC_019684	+
1996604	1996712	3105156	3105263	NC_000911	NC_019684	+
1996766	1997188	3105335	3105748	NC_000911	NC_019684	+
1997672	1997754	3106152	3106229	NC_000911	NC_019684	+
2000912	2001993	3465684	3466752	NC_000911	NC_019684	+
2002024	2002194	3466754	3466921	NC_000911	NC_019684	+
2003970	2004141	5489607	5489424	NC_000911	NC_019684	-
2004578	2005304	5488619	5487888	NC_000911	NC_019684	-
2005442	2006546	5487750	5486657	NC_000911	NC_019684	-
2009773	2009994	1960486	1960282	NC_000911	NC_019684	-
2010068	2010203	1960195	1960059	NC_000911	NC_019684	-
2010230	2011351	1960048	1958920	NC_000911	NC_019684	-
2012232	2012635	1958365	1957967	NC_000911	NC_019684	-
2012892	2013042	1957722	1957579	NC_000911	NC_019684	-
2013564	2013713	1957181	1957035	NC_000911	NC_019684	-
2017116	2017223	4486025	4486131	NC_000911	NC_019684	+
2017259	2017957	4486168	4486866	NC_000911	NC_019684	+
2022074	2023039	1543790	1544755	NC_000911	NC_019684	+
2024095	2024480	3764028	3763646	NC_000911	NC_019684	-
2024613	2024944	3763191	3762860	NC_000911	NC_019684	-
2025336	2026172	3762564	3761731	NC_000911	NC_019684	-
2026279	2026495	3761654	3761438	NC_000911	NC_019684	-
2032961	2033359	982005	982406	NC_000911	NC_019684	+
2033360	2033958	982443	983041	NC_000911	NC_019684	+
2034292	2034737	5824166	5823721	NC_000911	NC_019684	-
2040298	2041464	4647713	4648873	NC_000911	NC_019684	+
2043107	2043799	5834713	5834021	NC_000911	NC_019684	-
2043807	2045068	5833986	5832712	NC_000911	NC_019684	-
2045133	2046617	5769130	5767639	NC_000911	NC_019684	-
2046803	2046871	5767338	5767269	NC_000911	NC_019684	-
2046987	2047327	5767157	5766814	NC_000911	NC_019684	-
2049934	2050122	4996941	4996766	NC_000911	NC_019684	-
2050146	2050259	4996704	4996599	NC_000911	NC_019684	-
2050469	2050616	4996284	4996146	NC_000911	NC_019684	-
2050950	2051350	724036	723636	NC_000911	NC_019684	-
2062928	2065407	5939119	5941597	NC_000911	NC_019684	+
2065421	2065499	5941612	5941690	NC_000911	NC_019684	+
2066001	2067021	1168444	1169469	NC_000911	NC_019684	+
2067378	2068794	1170206	1171657	NC_000911	NC_019684	+
2075382	2075961	6560174	6559595	NC_000911	NC_019684	-
2076541	2078256	5520312	5518615	NC_000911	NC_019684	-
2078784	2078838	5517717	5517666	NC_000911	NC_019684	-
2087804	2087924	6310781	6310901	NC_000911	NC_019684	+
2088779	2090012	551765	552998	NC_000911	NC_019684	+
2093816	2094923	2898894	2900001	NC_000911	NC_019684	+
2100712	2100934	3368373	3368590	NC_000911	NC_019684	+
2100973	2101831	3368700	3369558	NC_000911	NC_019684	+
2134518	2136466	1095423	1097357	NC_000911	NC_019684	+
2136467	2137068	1097379	1097982	NC_000911	NC_019684	+
2139211	2140394	5417835	5416652	NC_000911	NC_019684	-
2140542	2140884	5416492	5416136	NC_000911	NC_019684	-
2141618	2144157	2943801	2941248	NC_000911	NC_019684	-
2152272	2152628	6303124	6302768	NC_000911	NC_019684	-
2188433	2189729	5244219	5245517	NC_000911	NC_019684	+
2189764	2190089	5245574	5245899	NC_000911	NC_019684	+
2192688	2193352	6489845	6489181	NC_000911	NC_019684	-
2194348	2196993	6202160	6199533	NC_000911	NC_019684	-
2197377	2197660	3397982	3397698	NC_000911	NC_019684	-
2197833	2200938	3397158	3394050	NC_000911	NC_019684	-
2201143	2201294	3393954	3393801	NC_000911	NC_019684	-
2201351	2201846	3393695	3393200	NC_000911	NC_019684	-
2203019	2204030	5465093	5464081	NC_000911	NC_019684	-
2204155	2204790	5463915	5463272	NC_000911	NC_019684	-
2204960	2205359	5463102	5462703	NC_000911	NC_019684	-
2205926	2206427	4129092	4129589	NC_000911	NC_019684	+
2206537	2207103	4129849	4130412	NC_000911	NC_019684	+
2207389	2208623	1824923	1826157	NC_000911	NC_019684	+
2208795	2209642	797673	796826	NC_000911	NC_019684	-
2211310	2212477	5676580	5677747	NC_000911	NC_019684	+
2214746	2215805	1245931	1244875	NC_000911	NC_019684	-
2219316	2219794	6046689	6047167	NC_000911	NC_019684	+
2230572	2231294	3125573	3124851	NC_000911	NC_019684	-
2248756	2250161	5896031	5897435	NC_000911	NC_019684	+
2250255	2250477	5897699	5897920	NC_000911	NC_019684	+
2250898	2250972	5898148	5898219	NC_000911	NC_019684	+
2251665	2252941	647070	645815	NC_000911	NC_019684	-
2262820	2263454	1274453	1275087	NC_000911	NC_019684	+
2263843	2264378	1275662	1276200	NC_000911	NC_019684	+
2264981	2265057	3123523	3123601	NC_000911	NC_019684	+
2265300	2266646	5551473	5552819	NC_000911	NC_019684	+
2266954	2267271	5096933	5096622	NC_000911	NC_019684	-
2267498	2268946	5096163	5094715	NC_000911	NC_019684	-
2269445	2270115	4256747	4256077	NC_000911	NC_019684	-
2270660	2271577	6077410	6078324	NC_000911	NC_019684	+
2287956	2288382	942523	942948	NC_000911	NC_019684	+
2288572	2289529	943139	944090	NC_000911	NC_019684	+
2292181	2292481	6331842	6332141	NC_000911	NC_019684	+
2292530	2294858	6332215	6334552	NC_000911	NC_019684	+
2312812	2314564	4592075	4590332	NC_000911	NC_019684	-
2331558	2333809	6429943	6427692	NC_000911	NC_019684	-
2333941	2334259	6427645	6427333	NC_000911	NC_019684	-
2337134	2338363	4511906	4513138	NC_000911	NC_019684	+
2338705	2340140	1939959	1938524	NC_000911	NC_019684	-
2369285	2370636	3793972	3795323	NC_000911	NC_019684	+
2372353	2373227	752807	751942	NC_000911	NC_019684	-
2374951	2375448	191389	190901	NC_000911	NC_019684	-
2375529	2377517	190818	188816	NC_000911	NC_019684	-
2386041	2387126	193568	194656	NC_000911	NC_019684	+
2387433	2388656	5141590	5140382	NC_000911	NC_019684	-
2394315	2394871	3121157	3121713	NC_000911	NC_019684	+
2395105	2396638	5443316	5441785	NC_000911	NC_019684	-
2401493	2402312	1747903	1747090	NC_000911	NC_019684	-
2403098	2403294	1746326	1746130	NC_000911	NC_019684	-
2404695	2404973	5453505	5453782	NC_000911	NC_019684	+
2405101	2405348	5453797	5454037	NC_000911	NC_019684	+
2406217	2406443	2566193	2565967	NC_000911	NC_019684	-
2410049	2410937	5482281	5481389	NC_000911	NC_019684	-
2411076	2411995	5481300	5480381	NC_000911	NC_019684	-
2412796	2414263	3536888	3535429	NC_000911	NC_019684	-
2416112	2416669	4699784	4700341	NC_000911	NC_019684	+
2417598	2418434	4552357	4553193	NC_000911	NC_019684	+
2423620	2424300	6103195	6102515	NC_000911	NC_019684	-
2428048	2428685	4777170	4777806	NC_000911	NC_019684	+
2428824	2429291	4778026	4778493	NC_000911	NC_019684	+
2439092	2440269	1272959	1274136	NC_000911	NC_019684	+
2446583	2446964	4212055	4211662	NC_000911	NC_019684	-
2447036	2447222	4211590	4211404	NC_000911	NC_019684	-
2447479	2448084	4211008	4210404	NC_000911	NC_019684	-
2454129	2455110	5460969	5461953	NC_000911	NC_019684	+
2455719	2456731	3537318	3538321	NC_000911	NC_019684	+
2466717	2468924	120591	122799	NC_000911	NC_019684	+
2469289	2469903	5050729	5051342	NC_000911	NC_019684	+
2469942	2470180	5051382	5051620	NC_000911	NC_019684	+
2470615	2471828	3121974	3123186	NC_000911	NC_019684	+
2471991	2473243	3182699	3183951	NC_000911	NC_019684	+
2477015	2477367	4776621	4776269	NC_000911	NC_019684	-
2477485	2477999	4776154	4775637	NC_000911	NC_019684	-
2478493	2479825	1290369	1291700	NC_000911	NC_019684	+
2479978	2480364	1291851	1292231	NC_000911	NC_019684	+
2480423	2480845	1292315	1292733	NC_000911	NC_019684	+
2484886	2485114	1111307	1111079	NC_000911	NC_019684	-
2494211	2495390	1964544	1965723	NC_000911	NC_019684	+
2497762	2500134	248210	250588	NC_000911	NC_019684	+
2501422	2503059	454048	452413	NC_000911	NC_019684	-
2503986	2504206	771394	771177	NC_000911	NC_019684	-
2504302	2504343	770715	770674	NC_000911	NC_019684	-
2504496	2506041	1836457	1838002	NC_000911	NC_019684	+
2508021	2508209	3042997	3043185	NC_000911	NC_019684	+
2510386	2511303	5152703	5151785	NC_000911	NC_019684	-
2511459	2512160	5151711	5151010	NC_000911	NC_019684	-
2513946	2515972	2235459	2237473	NC_000911	NC_019684	+
2516831	2517371	1997443	1996902	NC_000911	NC_019684	-
2517402	2518173	1996899	1996129	NC_000911	NC_019684	-
2519466	2519546	1993731	1993649	NC_000911	NC_019684	-
2521861	2523737	5414091	5412215	NC_000911	NC_019684	-
2528903	2530892	1820874	1822875	NC_000911	NC_019684	+
2539009	2540659	14445	12798	NC_000911	NC_019684	-
2541790	2541888	10657	10550	NC_000911	NC_019684	-
2543835	2544041	3540603	3540398	NC_000911	NC_019684	-
2544109	2544765	3540311	3539652	NC_000911	NC_019684	-
2545144	2546306	4091828	4090666	NC_000911	NC_019684	-
2548092	2548774	6279525	6278842	NC_000911	NC_019684	-
2548869	2548934	6278746	6278682	NC_000911	NC_019684	-
2548966	2549198	6278653	6278421	NC_000911	NC_019684	-
2549386	2549920	6278111	6277577	NC_000911	NC_019684	-
2550062	2550150	6277441	6277352	NC_000911	NC_019684	-
2550224	2550516	6277199	6276902	NC_000911	NC_019684	-
2551910	2552087	6276299	6276130	NC_000911	NC_019684	-
2554016	2555404	3321075	3322463	NC_000911	NC_019684	+
2560188	2561267	4526819	4527897	NC_000911	NC_019684	+
2561462	2562031	4527992	4528567	NC_000911	NC_019684	+
2564492	2565293	1210511	1209713	NC_000911	NC_019684	-
2566272	2567143	4577852	4576984	NC_000911	NC_019684	-
2578220	2579161	3066709	3065768	NC_000911	NC_019684	-
2582820	2583007	1577494	1577300	NC_000911	NC_019684	-
2586996	2588651	5470279	5468624	NC_000911	NC_019684	-
2588736	2588874	5468484	5468354	NC_000911	NC_019684	-
2588921	2589219	5468328	5468033	NC_000911	NC_019684	-
2590253	2591863	5466856	5465258	NC_000911	NC_019684	-
2594061	2594544	1713707	1713224	NC_000911	NC_019684	-
2595374	2595825	3421765	3421314	NC_000911	NC_019684	-
2595934	2596418	3421211	3420727	NC_000911	NC_019684	-
2597867	2598491	4457874	4457250	NC_000911	NC_019684	-
2598503	2599198	4457238	4456543	NC_000911	NC_019684	-
2608132	2610506	3820572	3822939	NC_000911	NC_019684	+
2610730	2612083	3578129	3579481	NC_000911	NC_019684	+
2612225	2612701	3579624	3580099	NC_000911	NC_019684	+
2613226	2613424	3580817	3581030	NC_000911	NC_019684	+
2615098	2616463	2685042	2683677	NC_000911	NC_019684	-
2625524	2625716	4753755	4753563	NC_000911	NC_019684	-
2625749	2626020	4753520	4753260	NC_000911	NC_019684	-
2626050	2626462	4753259	4752850	NC_000911	NC_019684	-
2629254	2630275	1932580	1931562	NC_000911	NC_019684	-
2635463	2635912	2251782	2252230	NC_000911	NC_019684	+
2636267	2636574	2252677	2252984	NC_000911	NC_019684	+
2637742	2638512	3551205	3550435	NC_000911	NC_019684	-
2638582	2639341	3550330	3549562	NC_000911	NC_019684	-
2639611	2640422	3549451	3548638	NC_000911	NC_019684	-
2640672	2641648	3548229	3547259	NC_000911	NC_019684	-
2641650	2641762	3547230	3547127	NC_000911	NC_019684	-
2647330	2650009	1922386	1925064	NC_000911	NC_019684	+
2650030	2650186	1925065	1925221	NC_000911	NC_019684	+
2650398	2650972	2842831	2842245	NC_000911	NC_019684	-
2653158	2654231	5249374	5250437	NC_000911	NC_019684	+
2654346	2655124	5250532	5251310	NC_000911	NC_019684	+
2661957	2662257	4930702	4930396	NC_000911	NC_019684	-
2662394	2662815	4930223	4929784	NC_000911	NC_019684	-
2663384	2663994	2517119	2517741	NC_000911	NC_019684	+
2678203	2679640	4889426	4890851	NC_000911	NC_019684	+
2679801	2680443	4891052	4891691	NC_000911	NC_019684	+
2687949	2690038	4538909	4536820	NC_000911	NC_019684	-
2700999	2701707	5000154	4999446	NC_000911	NC_019684	-
2701958	2704627	5651134	5648465	NC_000911	NC_019684	-
2704723	2705063	5648330	5647987	NC_000911	NC_019684	-
2705092	2705337	5647886	5647641	NC_000911	NC_019684	-
2713394	2716572	5807115	5803928	NC_000911	NC_019684	-
2717981	2718756	5155047	5155835	NC_000911	NC_019684	+
2731635	2732636	381030	382034	NC_000911	NC_019684	+
2733097	2733878	5961144	5960363	NC_000911	NC_019684	-
2742001	2742323	1819557	1819235	NC_000911	NC_019684	-
2742436	2743127	1819122	1818440	NC_000911	NC_019684	-
2751056	2753636	6603396	6605975	NC_000911	NC_019684	+
2753741	2754066	6606057	6606381	NC_000911	NC_019684	+
2754103	2754634	6606392	6606920	NC_000911	NC_019684	+
2759729	2760362	6366512	6365902	NC_000911	NC_019684	-
2770881	2771307	4479219	4479645	NC_000911	NC_019684	+
2779506	2781030	6361770	6363297	NC_000911	NC_019684	+
2791015	2791063	5916895	5916847	NC_000911	NC_019684	-
2791073	2791380	5916492	5916184	NC_000911	NC_019684	-
2793145	2793788	1109642	1108999	NC_000911	NC_019684	-
2807212	2808820	5033820	5032215	NC_000911	NC_019684	-
2820080	2821211	2514066	2512935	NC_000911	NC_019684	-
2821263	2821726	2512880	2512417	NC_000911	NC_019684	-
2822298	2822429	5680853	5680722	NC_000911	NC_019684	-
2822610	2823461	5680346	5679505	NC_000911	NC_019684	-
2823669	2824846	5679436	5678259	NC_000911	NC_019684	-
2831980	2833073	4533343	4534442	NC_000911	NC_019684	+
2835883	2836975	2307762	2306667	NC_000911	NC_019684	-
2837191	2837337	2306451	2306296	NC_000911	NC_019684	-
2840212	2841841	2716425	2714796	NC_000911	NC_019684	-
2842772	2843377	1927811	1927212	NC_000911	NC_019684	-
2857889	2859278	938699	940087	NC_000911	NC_019684	+
2859302	2859915	940142	940773	NC_000911	NC_019684	+
2870789	2871351	4862373	4862955	NC_000911	NC_019684	+
2871516	2871591	4863007	4863086	NC_000911	NC_019684	+
2871659	2873135	4863190	4864659	NC_000911	NC_019684	+
2873270	2873981	4864745	4865455	NC_000911	NC_019684	+
2874297	2875498	4865657	4866842	NC_000911	NC_019684	+
2875616	2876794	4867019	4868203	NC_000911	NC_019684	+
2876954	2878049	6490	7582	NC_000911	NC_019684	+
2885268	2885806	967854	968392	NC_000911	NC_019684	+
2886215	2887484	3054164	3055432	NC_000911	NC_019684	+
2887658	2887927	3055686	3055957	NC_000911	NC_019684	+
2887968	2888685	3055999	3056715	NC_000911	NC_019684	+
2888798	2888976	3056829	3057007	NC_000911	NC_019684	+
2891238	2892947	75703	73991	NC_000911	NC_019684	-
2906944	2907422	6090946	6091424	NC_000911	NC_019684	+
2908264	2909419	6321073	6322231	NC_000911	NC_019684	+
2914864	2915791	2540321	2541239	NC_000911	NC_019684	+
2917574	2918774	3974784	3975984	NC_000911	NC_019684	+
2935644	2936512	1064923	1065796	NC_000911	NC_019684	+
2936539	2937399	1065797	1066654	NC_000911	NC_019684	+
2938579	2939697	4682772	4681660	NC_000911	NC_019684	-
2939915	2940184	4681434	4681149	NC_000911	NC_019684	-
2943012	2943737	884100	884837	NC_000911	NC_019684	+
2954607	2956007	5484177	5485582	NC_000911	NC_019684	+
2957140	2957373	5485668	5485901	NC_000911	NC_019684	+
2960887	2961000	4896807	4896692	NC_000911	NC_019684	-
2961110	2961450	4896605	4896265	NC_000911	NC_019684	-
2963515	2964502	5547793	5548780	NC_000911	NC_019684	+
2964783	2965970	4837930	4839114	NC_000911	NC_019684	+
2969703	2969924	1262090	1261869	NC_000911	NC_019684	-
2969947	2970669	1261804	1261082	NC_000911	NC_019684	-
2970691	2970891	1261033	1260836	NC_000911	NC_019684	-
2972687	2972830	5283297	5283448	NC_000911	NC_019684	+
2973409	2973773	5284110	5284477	NC_000911	NC_019684	+
2973884	2975361	5284669	5286145	NC_000911	NC_019684	+
2975384	2975654	5286169	5286439	NC_000911	NC_019684	+
2981029	2982151	2200903	2199781	NC_000911	NC_019684	-
2983737	2984732	2208444	2209439	NC_000911	NC_019684	+
2984845	2984946	5693598	5693500	NC_000911	NC_019684	-
2995925	2996599	6370893	6371567	NC_000911	NC_019684	+
2996809	2997369	2858245	2857685	NC_000911	NC_019684	-
2999136	3000535	6178124	6179522	NC_000911	NC_019684	+
3004562	3006472	4942773	4940863	NC_000911	NC_019684	-
3009701	3010062	2271397	2271759	NC_000911	NC_019684	+
3010922	3011074	2272628	2272779	NC_000911	NC_019684	+
3011768	3013154	2275194	2276577	NC_000911	NC_019684	+
3013274	3014114	2596175	2597012	NC_000911	NC_019684	+
3016913	3017130	881740	881533	NC_000911	NC_019684	-
3017165	3018156	881518	880529	NC_000911	NC_019684	-
3018222	3019218	879507	878513	NC_000911	NC_019684	-
3020348	3020445	877745	877648	NC_000911	NC_019684	-
3022531	3023905	4255484	4254110	NC_000911	NC_019684	-
3023972	3024181	4254058	4253846	NC_000911	NC_019684	-
3049047	3049697	1034098	1033445	NC_000911	NC_019684	-
3049844	3051037	1033307	1032112	NC_000911	NC_019684	-
3051085	3051265	1032023	1031824	NC_000911	NC_019684	-
3051707	3054806	1030398	1027304	NC_000911	NC_019684	-
3057229	3058312	2779787	2780869	NC_000911	NC_019684	+
3058412	3060335	2782653	2784599	NC_000911	NC_019684	+
3085178	3085420	4911147	4911388	NC_000911	NC_019684	+
3085438	3086194	4911476	4912219	NC_000911	NC_019684	+
3086353	3086748	4912361	4912755	NC_000911	NC_019684	+
3086900	3088510	4912836	4914458	NC_000911	NC_019684	+
3098749	3100088	623930	622591	NC_000911	NC_019684	-
3100120	3101407	622514	621215	NC_000911	NC_019684	-
3104125	3105066	616226	615279	NC_000911	NC_019684	-
3105247	3105441	615167	614973	NC_000911	NC_019684	-
3105490	3107101	614924	613310	NC_000911	NC_019684	-
3117062	3117888	4319997	4319171	NC_000911	NC_019684	-
3117927	3118073	4319123	4318977	NC_000911	NC_019684	-
3118398	3119557	431016	429861	NC_000911	NC_019684	-
3125564	3125968	2262237	2261839	NC_000911	NC_019684	-
3126046	3126200	2261793	2261638	NC_000911	NC_019684	-
3126268	3127269	2261413	2260420	NC_000911	NC_019684	-
3128555	3128842	2260115	2259828	NC_000911	NC_019684	-
3128868	3129214	2259802	2259450	NC_000911	NC_019684	-
