id	cog	clr
slr1682	COG5659L	#00FFFF
sll1560	COG3385L	#00FFFF
slr1683	COG5659L	#00FFFF
slr1684	COG5659L	#00FFFF
sll1559	COG0075E	#FF7373
slr1686	COG1716T	#93BF96
ssl3044	COG0633C	#991616
slr1687	COG1413C	#991616
sll1558	COG1208MJ	#DD75DD
sll1557	COG0074C	#991616
sll1556	COG1304C	#991616
sll1555	COG0745TK	#C4ABFE
ssr2831	-	#333333
slr1689	COG0266L	#00FFFF
slr1690	COG1051F	#FF8E8E
slr1691	COG0171H	#FFA4A4
slr1692	COG2200T	#93BF96
slr1693	COG3706T	#93BF96
slr1694	-	#333333
sll1553	COG0072J	#0066FF
slr1697	COG0515RTKL	#FF79E1
sll0921	COG2197TK	#C4ABFE
sll0920	COG2352C	#991616
slr0935	COG1585OU	#E1CAF9
slr0936	COG0157H	#FFA4A4
slr0937	-	#333333
slr0938	COG0769M	#A6CAA9
sll0916	COG2082H	#FFA4A4
sll0915	COG0612R	#C27E3A
slr0940	COG3349S	#C98767
slr0941	COG5637S	#C98767
slr0942	COG0656R	#C27E3A
slr0943	COG3588G	#FF5353
sll0914	-	#333333
slr0944	COG0798P	#CC3333
slr0945	COG0431R	#C27E3A
slr0946	COG0394T	#93BF96
slr0948	-	#333333
sll0913	COG4636S	#C98767
sll0912	COG0488R	#C27E3A
slr0949	COG0559E	#FF7373
slr0950	COG1189J	#0066FF
sll0911	-	#333333
sll0910	COG0457R	#C27E3A
sll0909	COG1076O	#72FE95
slr0951	COG1211I	#FF3333
slr0952	COG0158G	#FF5353
slr0953	COG0561R	#C27E3A
slr0954	COG1939S	#C98767
slr0955	COG0566J	#0066FF
slr0957	-	#333333
slr0958	COG0215J	#0066FF
sll0905	COG0424D	#59955C
slr0959	COG1266R	#C27E3A
slr0960	-	#333333
sll1541	COG3670Q	#993366
ssr2723	COG2127S	#C98767
sll1540	COG2246S	#C98767
slr1623	-	#333333
slr1624	-	#333333
sll1538	COG1472G	#FF5353
sll1537	COG1051F	#FF8E8E
slr1626	COG1539H	#FFA4A4
slr1627	COG1280E	#FF7373
sll1536	COG0476H	#FFA4A4
slr1628	COG3651S	#C98767
slr1629	COG0564J	#0066FF
sll1535	COG2148M	#A6CAA9
sll1534	COG0438M	#A6CAA9
sll1533	COG2805NU	#FF97E8
slr1634	-	#333333
sll1532	-	#333333
ssl2982	COG1758K	#99CCFF
slr1635	COG3385L	#00FFFF
slr1636	COG1547S	#C98767
slr1638	-	#333333
slr1639	COG0691O	#72FE95
sll1531	-	#333333
sll1530	COG2242H	#FFA4A4
sll1528	COG0438M	#A6CAA9
sll1527	COG0438M	#A6CAA9
sll1526	COG0500QR	#AE70ED
slr1641	COG0542O	#72FE95
ssl2971	-	#333333
sll1525	COG0572F	#FF8E8E
slr1643	COG0369P	#CC3333
sll1524	COG0561R	#C27E3A
slr1644	COG0457R	#C27E3A
slr1645	-	#333333
slr1646	COG0571K	#99CCFF
slr1647	COG0390R	#C27E3A
slr1648	COG3670Q	#993366
ssr2754	COG2161D	#59955C
slr1649	-	#333333
sll1522	COG0558I	#FF3333
sll1521	COG0426C	#991616
sll1520	COG0497L	#00FFFF
slr0442	-	#333333
sll0428	COG3751O	#72FE95
ssr0756	COG3744S	#C98767
ssr0759	-	#333333
ssr0761	COG2161D	#59955C
sll0427	-	#333333
slr0443	-	#333333
sll0426	-	#333333
slr0444	COG0128E	#FF7373
sll0424	COG1032C	#991616
sll0423	-	#333333
sll0422	COG1446E	#FF7373
sll0421	COG0015F	#FF8E8E
slr0445	COG4636S	#C98767
sll0420	COG0832E	#FF7373
sll0419	-	#333333
sll0418	COG2226H	#FFA4A4
slr0446	COG0470L	#00FFFF
slr0447	COG0683E	#FF7373
slr0448	COG1066O	#72FE95
sll0274	COG1357S	#C98767
sll0273	COG0025P	#CC3333
sll0272	-	#333333
sll0271	COG0781K	#99CCFF
slr0280	COG4632G	#FF5353
sll0270	COG1198L	#00FFFF
sll0269	-	#333333
sll0268	COG4980R	#C27E3A
sll0267	COG3614T	#93BF96
sll0266	-	#333333
sll0265	-	#333333
sll0264	COG4638PR	#FF68DD
sll0263	-	#333333
sll0262	COG3239I	#FF3333
sll0261	COG1226P	#CC3333
slr0284	COG1950S	#C98767
slr0285	COG1533L	#00FFFF
slr0286	-	#333333
sll0260	COG1253R	#C27E3A
ssr0482	COG0228J	#0066FF
slr0287	COG1837R	#C27E3A
slr0288	COG3968R	#C27E3A
slr0291	-	#333333
sll0258	-	#333333
ssl0483	-	#333333
slr0292	COG2138S	#C98767
sll0257	COG0802R	#C27E3A
slr0293	COG1003E	#FF7373
slr0294	-	#333333
slr0392	-	#333333
slr0393	COG1403V	#80B584
sll0364	-	#333333
slr0395	COG0583K	#99CCFF
sll0362	COG0013J	#0066FF
sll0361	-	#333333
sll0360	-	#333333
sll0359	-	#333333
slr0397	-	#333333
slr0398	-	#333333
slr0399	COG0702MG	#D568FD
slr0400	COG0061G	#FF5353
slr0401	COG0687E	#FF7373
slr0402	COG0127F	#FF8E8E
slr0404	COG4371S	#C98767
ssr0657	-	#333333
sll0356	COG0135E	#FF7373
sll0355	COG0697GER	#EFD7FF
sll0354	-	#333333
slr0406	COG0418F	#FF8E8E
slr0407	COG2226H	#FFA4A4
slr0408	-	#333333
slr0142	COG3619S	#C98767
slr0143	COG2319R	#C27E3A
slr0144	COG1719R	#C27E3A
slr0145	-	#333333
slr0146	-	#333333
slr0147	COG1719R	#C27E3A
slr0148	COG0633C	#991616
slr0149	-	#333333
slr0150	COG0633C	#991616
slr0151	-	#333333
slr0152	COG0515RTKL	#FF79E1
sll0149	-	#333333
sll0148	-	#333333
sll0147	COG0644C	#991616
sll0146	COG4177E	#FF7373
sll0145	COG0233J	#0066FF
ssl0259	COG1598S	#C98767
slr0156	COG0542O	#72FE95
slr0157	-	#333333
sll0142	COG0841V	#80B584
sll0141	COG0845M	#A6CAA9
slr0161	COG2805NU	#FF97E8
slr0162	COG1459NU	#FF97E8
slr0163	COG1459NU	#FF97E8
slr0164	COG0740OU	#E1CAF9
slr0165	COG0740OU	#E1CAF9
sll0136	COG0006E	#FF7373
sll0135	COG0005F	#FF8E8E
ssl0242	-	#333333
ssr0256	COG3293L	#00FFFF
slr0166	-	#333333
slr1923	COG1035C	#991616
slr1924	COG1680V	#80B584
slr1925	COG1270H	#FFA4A4
sll1865	COG1186J	#0066FF
sll1864	COG0038P	#CC3333
slr1926	-	#333333
slr1927	COG1721R	#C27E3A
slr1928	COG2165NU	#FF97E8
slr1929	-	#333333
slr1930	COG2165NU	#FF97E8
slr1931	COG4795U	#4BFE78
slr1932	COG0596R	#C27E3A
sll1863	-	#333333
sll1862	-	#333333
sll1861	COG3293L	#00FFFF
sll1860	COG3293L	#00FFFF
slr1933	COG1898M	#A6CAA9
sll1858	-	#333333
slr1934	COG1071C	#991616
slr1935	-	#333333
sll1854	COG0708L	#00FFFF
sll1853	-	#333333
sll1852	COG0105F	#FF8E8E
sll1851	-	#333333
slr1936	COG3415L	#00FFFF
slr1937	COG3335L	#00FFFF
sll1849	COG4638PR	#FF68DD
slr1938	COG0182J	#0066FF
sll1848	COG0204I	#FF3333
slr1939	COG0501O	#72FE95
slr1940	-	#333333
ssr3300	COG1649S	#C98767
sll1845	COG3476T	#93BF96
slr1942	COG0467T	#93BF96
ssr3304	-	#333333
slr1943	COG0463M	#A6CAA9
slr1944	COG4188R	#C27E3A
slr1945	COG0696G	#FF5353
ssr3307	-	#333333
slr1946	COG5549O	#72FE95
sll1841	COG0508C	#991616
slr1949	-	#333333
slr1950	COG2217P	#CC3333
slr1951	COG1716T	#93BF96
slr0989	COG0217S	#C98767
slr0990	COG2170S	#C98767
slr0992	COG0219J	#0066FF
slr0993	COG0739M	#A6CAA9
sll0947	COG1544J	#0066FF
slr0994	COG0321H	#FFA4A4
ssl1807	-	#333333
sll0945	COG0297G	#FF5353
sll0944	-	#333333
slr0320	COG1032C	#991616
sll0306	COG0568K	#99CCFF
slr0321	COG1159R	#C27E3A
slr0322	COG0643NT	#EAA6EA
slr0323	COG0383G	#FF5353
slr0324	COG1173EP	#DBBFF7
slr0325	-	#333333
sll0301	COG1357S	#C98767
sll0300	COG0307H	#FFA4A4
slr0326	-	#333333
slr0327	COG1178P	#CC3333
slr0328	COG0394T	#93BF96
slr0329	COG1940KG	#B300B3
sll0298	COG3216S	#C98767
sll0297	COG3688R	#C27E3A
sll0296	COG4636S	#C98767
ssl0564	COG2197TK	#C4ABFE
ssl0563	COG1143C	#991616
slr0331	COG1008C	#991616
slr0333	-	#333333
slr0334	-	#333333
ssr0536	-	#333333
sll0295	COG0546R	#C27E3A
slr0335	-	#333333
slr0337	COG1449G	#FF5353
sll0294	-	#333333
sll0293	-	#333333
slr0338	COG0673R	#C27E3A
slr0168	-	#333333
slr0169	-	#333333
slr0171	COG4783R	#C27E3A
slr0172	COG2905T	#93BF96
sll0177	COG1961L	#00FFFF
sll0176	COG1937S	#C98767
ssl0312	-	#333333
sll0175	COG2509R	#C27E3A
sll0174	COG0834ET	#A27AFE
sll0173	COG4257V	#80B584
sll0172	-	#333333
sll0171	COG0404E	#FF7373
sll0170	COG0443O	#72FE95
sll0169	COG0484O	#72FE95
sll0168	-	#333333
sll0167	-	#333333
sll0166	COG0007H	#FFA4A4
sll0163	COG2319R	#C27E3A
sll0162	-	#333333
slr0179	COG0699R	#C27E3A
slr0180	COG3385L	#00FFFF
sll0161	-	#333333
ssl0296	COG3293L	#00FFFF
ssl0294	-	#333333
sll0160	-	#333333
sll0158	COG0296G	#FF5353
sll0157	COG2220R	#C27E3A
sll0156	-	#333333
slr0184	-	#333333
slr0185	COG0461F	#FF8E8E
sll0154	COG0391S	#C98767
slr0186	COG0119E	#FF7373
slr0359	COG5001T	#93BF96
slr0360	COG2252R	#C27E3A
slr0361	COG1187J	#0066FF
slr0362	COG2179R	#C27E3A
sll0350	COG1452M	#A6CAA9
sml0001	-	#333333
slr0363	COG5512R	#C27E3A
slr0364	-	#333333
slr0366	-	#333333
slr0369	COG0841V	#80B584
slr0370	COG1012C	#991616
sll0337	COG0642T	#93BF96
sll0336	COG0777I	#FF3333
sll0335	COG2308S	#C98767
slr0373	-	#333333
slr0374	COG0464O	#72FE95
slr0376	-	#333333
slr0377	-	#333333
slr0378	COG2366R	#C27E3A
slr0379	COG0125F	#FF8E8E
slr0380	COG4995S	#C98767
slr0381	COG0346E	#FF7373
sll0330	COG0300R	#C27E3A
slr0383	COG0742L	#00FFFF
slr0384	COG0438M	#A6CAA9
sll0329	COG0362G	#FF5353
sll0328	-	#333333
sll0327	-	#333333
slr0386	-	#333333
slr0387	COG1104E	#FF7373
slr0388	COG1040R	#C27E3A
slr0769	COG1376S	#C98767
slr0770	COG2442S	#C98767
slr0771	COG4634S	#C98767
slr0772	COG2710C	#991616
slr0773	COG0569P	#CC3333
sll0772	-	#333333
sll0771	-	#333333
slr0774	COG0342U	#4BFE78
slr0775	COG0341U	#4BFE78
slr0776	COG1044M	#A6CAA9
sll0767	COG0292J	#0066FF
ssl1426	COG0291J	#0066FF
sll0766	COG2003L	#00FFFF
sll0765	COG1054R	#C27E3A
sll0764	COG4674R	#C27E3A
sll0763	-	#333333
sll0762	-	#333333
sll0761	-	#333333
sll0760	COG0842V	#80B584
sll0759	COG1131V	#80B584
slr0779	-	#333333
sll0757	COG0034F	#FF8E8E
smr0001	-	#333333
slr0780	COG1327K	#99CCFF
sll0756	-	#333333
sll0754	COG0858J	#0066FF
ssl1417	-	#333333
sll0753	COG0190H	#FFA4A4
sll0752	COG1463Q	#993366
sll0751	COG1463Q	#993366
slr0782	COG1231E	#FF7373
sll0750	COG2205T	#93BF96
sll0749	COG5401R	#C27E3A
slr0783	COG0149G	#FF5353
slr0784	COG0628R	#C27E3A
slr0341	COG0834ET	#A27AFE
sll0325	-	#333333
slr0342	COG1290C	#991616
slr0343	COG1290C	#991616
slr0344	COG0438M	#A6CAA9
slr0345	-	#333333
slr0346	COG0571K	#99CCFF
sll0322	COG0068O	#72FE95
sll0321	-	#333333
slr0347	-	#333333
sll0320	COG0349J	#0066FF
sll0319	-	#333333
slr0348	COG0761IM	#CA00CA
sll0318	-	#333333
slr0350	COG3293L	#00FFFF
slr0351	COG1565S	#C98767
sll0317	COG3385L	#00FFFF
slr0352	COG3335L	#00FFFF
sll0315	-	#333333
slr0353	-	#333333
sll0314	-	#333333
slr0354	COG1122P	#CC3333
ssl0601	COG0828J	#0066FF
slr0355	-	#333333
slr0356	-	#333333
sll0312	COG0601EP	#DBBFF7
slr0357	COG0124J	#0066FF
slr0358	-	#333333
sll0310	COG1246E	#FF7373
sll0309	-	#333333
sll0024	-	#333333
sll0023	COG0754E	#FF7373
sll0022	-	#333333
slr0001	COG1853R	#C27E3A
sll0021	COG0420L	#00FFFF
sll0020	COG0542O	#72FE95
sll0019	COG0743I	#FF3333
sll0018	COG0191G	#FF5353
sll0016	COG2821M	#A6CAA9
slr0006	COG0009J	#0066FF
slr0007	COG1208MJ	#DD75DD
slr0008	COG0793M	#A6CAA9
slr0009	COG1850G	#FF5353
slr0011	-	#333333
slr0012	COG4451C	#991616
slr0013	-	#333333
slr0014	COG1285S	#C98767
sll0012	COG3293L	#00FFFF
slr0015	COG0763M	#A6CAA9
ssl0020	COG0633C	#991616
slr0016	-	#333333
slr0017	COG0766M	#A6CAA9
slr0018	COG0114C	#991616
sll0010	COG3385L	#00FFFF
slr0019	COG3188NU	#FF97E8
sll0008	-	#333333
sll0007	COG4636S	#C98767
sll0006	COG0436E	#FF7373
sll0005	COG0661R	#C27E3A
slr0020	COG1200LK	#D900D9
slr0021	COG0616OU	#E1CAF9
sll0002	COG0744M	#A6CAA9
slr0213	COG0519F	#FF8E8E
slr0214	COG0270L	#00FFFF
sll0210	COG1968V	#80B584
slr0216	COG2087H	#FFA4A4
slr0217	-	#333333
ssr0349	-	#333333
sll0209	COG5322R	#C27E3A
sll0208	-	#333333
sll0207	COG1209M	#A6CAA9
slr0220	COG0751J	#0066FF
sll0205	COG3744S	#C98767
sll0204	COG1206J	#0066FF
slr0222	COG2205T	#93BF96
sll0202	COG0445D	#59955C
slr0224	COG3000I	#FF3333
sll0201	COG3335L	#00FFFF
sll0200	COG3415L	#00FFFF
sll0199	COG3794C	#991616
slr0226	-	#333333
sll0198	COG4636S	#C98767
slr0228	COG0465O	#72FE95
sll0195	COG2802R	#C27E3A
sll0194	COG0805U	#4BFE78
slr0229	COG2084I	#FF3333
slr0230	COG3335L	#00FFFF
slr0231	COG0122L	#00FFFF
sll0192	COG4370S	#C98767
slr0232	COG0586S	#C98767
slr0233	COG3118O	#72FE95
sll0191	COG3751O	#72FE95
sll0416	COG0459O	#72FE95
sll0415	COG1131V	#80B584
sll0414	COG1357S	#C98767
slr0431	COG2968S	#C98767
ssl0788	-	#333333
ssl0787	-	#333333
sll0413	-	#333333
sll0412	COG4399S	#C98767
sll0410	COG0824R	#C27E3A
sll0409	COG4948MR	#FF2DFF
sll0408	COG0652O	#72FE95
slr0434	COG0231J	#0066FF
slr0435	COG0511I	#FF3333
slr0436	COG4577QC	#AD8BFE
sll0406	COG1848R	#C27E3A
sll0405	-	#333333
sll0404	COG0277C	#991616
slr0438	-	#333333
sll0403	-	#333333
slr0439	COG2319R	#C27E3A
ssl0769	COG3335L	#00FFFF
sll0402	COG0436E	#FF7373
sll0401	COG0372C	#991616
sll0400	COG2062T	#93BF96
slr0440	COG0596R	#C27E3A
slr0049	COG1748E	#FF7373
ssr0102	COG2104H	#FFA4A4
slr0050	COG1234R	#C27E3A
sll0072	-	#333333
sll0071	COG0438M	#A6CAA9
sll0070	COG0788F	#FF8E8E
slr0051	COG0288P	#CC3333
sll0069	COG3484O	#72FE95
sll0068	COG5635T	#93BF96
sll0067	COG0625O	#72FE95
sll0066	-	#333333
sll0065	COG0440E	#FF7373
ssr0109	-	#333333
slr0053	COG0319R	#C27E3A
slr0054	COG0818M	#A6CAA9
slr0055	COG0512EH	#F0CBFE
slr0056	COG0382H	#FFA4A4
sll0064	COG0834ET	#A27AFE
sll0063	COG0628R	#C27E3A
sll0062	-	#333333
slr0058	COG3937S	#C98767
slr0059	-	#333333
slr0060	COG1752R	#C27E3A
slr0061	-	#333333
sll0060	COG0628R	#C27E3A
sll0058	COG0443O	#72FE95
sll0057	COG0576O	#72FE95
slr0063	COG2804NU	#FF97E8
slr0064	COG0116L	#00FFFF
slr0065	-	#333333
slr0066	COG0117H	#FFA4A4
sll0055	COG0612R	#C27E3A
slr0067	COG0489D	#59955C
sll0053	COG4770I	#FF3333
slr0069	COG3224S	#C98767
sll0051	COG0590FJ	#A827FE
slr0070	COG0223J	#0066FF
slr0467	COG0411E	#FF7373
slr0468	-	#333333
slr0469	COG0522J	#0066FF
sll0462	COG0628R	#C27E3A
sll0461	COG0014E	#FF7373
slr0473	COG4251T	#93BF96
slr0474	COG3437KT	#B445FE
sll0459	COG0556L	#00FFFF
slr0476	-	#333333
sml0002	-	#333333
slr0477	COG0299F	#FF8E8E
slr0479	-	#333333
slr0480	COG0464O	#72FE95
slr0482	COG2226H	#FFA4A4
slr0483	-	#333333
slr0484	COG4250T	#93BF96
slr0487	-	#333333
slr0488	COG0728R	#C27E3A
slr0489	-	#333333
slr0491	COG2105S	#C98767
slr0492	COG0318IQ	#FFACEC
slr0493	COG0662G	#FF5353
sll0456	COG0451MG	#D568FD
sll0455	COG0460E	#FF7373
slr0495	COG2091H	#FFA4A4
slr0496	-	#333333
sll0454	COG0016J	#0066FF
sll0691	-	#333333
sll0690	COG1487R	#C27E3A
ssl1300	COG4456S	#C98767
sll0689	COG0475P	#CC3333
sll0688	-	#333333
sll0687	COG1595K	#99CCFF
sll0686	COG0785O	#72FE95
sll0685	COG0526OC	#D698FE
sll0684	COG1117P	#CC3333
sll0683	COG1117P	#CC3333
sll0682	COG0581P	#CC3333
sll0681	COG0573P	#CC3333
sll0680	COG0226P	#CC3333
sll0679	COG0226P	#CC3333
slr0719	COG1357S	#C98767
slr0628	COG0199J	#0066FF
sll0617	COG1842KT	#B445FE
slr0630	COG0491R	#C27E3A
sll0616	COG0653U	#4BFE78
sll0615	COG2119S	#C98767
sll0614	-	#333333
sll0613	COG2255L	#00FFFF
slr0633	COG2022H	#FFA4A4
slr0634	-	#333333
slr0635	COG0354R	#C27E3A
sll0611	-	#333333
slr0636	COG0368H	#FFA4A4
slr0637	-	#333333
slr0638	COG0752J	#0066FF
slr0639	COG0668M	#A6CAA9
slr0640	COG0642T	#93BF96
sll0609	-	#333333
sll0608	-	#333333
slr0642	COG2211G	#FF5353
slr0643	COG0750M	#A6CAA9
sll0606	COG0683E	#FF7373
slr0644	COG0042J	#0066FF
sll0603	COG1165H	#FFA4A4
sll0602	COG0631T	#93BF96
slr0645	-	#333333
slr0646	COG2027M	#A6CAA9
sll0601	COG0388R	#C27E3A
slr0649	COG0143J	#0066FF
slr0650	COG1432S	#C98767
sll0398	COG0232F	#FF8E8E
sll0397	COG4330S	#C98767
sll0396	COG0745TK	#C4ABFE
sll0395	COG0406G	#FF5353
sll0394	-	#333333
slr0415	COG0475P	#CC3333
slr0416	-	#333333
slr0417	COG0188L	#00FFFF
slr0418	-	#333333
sll0385	COG1122P	#CC3333
sll0384	COG0619P	#CC3333
sll0383	COG0310P	#CC3333
sll0382	-	#333333
sll0381	-	#333333
ssr0692	-	#333333
ssl0750	-	#333333
ssr0693	-	#333333
sll0380	COG0438M	#A6CAA9
sll0379	COG1043M	#A6CAA9
slr0420	-	#333333
slr0421	COG4814R	#C27E3A
sll0378	COG0007H	#FFA4A4
sll0377	COG1197LK	#D900D9
sll0376	-	#333333
slr0423	COG0797M	#A6CAA9
sll0374	COG0410E	#FF7373
sll0373	COG0014E	#FF7373
sll0372	-	#333333
ssl0738	COG1598S	#C98767
sll0371	COG3344L	#00FFFF
sll0369	-	#333333
sll0368	COG2065F	#FF8E8E
slr0426	COG0302H	#FFA4A4
slr0427	COG1058R	#C27E3A
sll0189	COG0792L	#00FFFF
sll0188	-	#333333
slr0191	COG2385D	#59955C
slr0192	COG0607P	#CC3333
slr0193	COG0724R	#C27E3A
slr0194	COG0120G	#FF5353
slr0195	COG0823U	#4BFE78
slr0196	-	#333333
slr0197	COG1502I	#FF3333
sll0185	COG3330S	#C98767
slr0199	COG0121R	#C27E3A
sll0184	COG0568K	#99CCFF
slr0201	COG2048C	#991616
ssl0353	COG0762S	#C98767
sll0183	COG1357S	#C98767
ssl0352	-	#333333
sll0182	COG4178R	#C27E3A
sll0181	-	#333333
ssl0350	COG1598S	#C98767
sll0180	COG1566V	#80B584
slr0204	COG0824R	#C27E3A
sll0179	COG0008J	#0066FF
slr0207	COG2187S	#C98767
slr0208	COG0760O	#72FE95
ssr0330	-	#333333
slr0209	-	#333333
slr0210	COG0642T	#93BF96
ssr0332	-	#333333
slr0211	-	#333333
ssl0331	COG0759S	#C98767
slr0212	COG1410E	#FF7373
ssr0336	COG1598S	#C98767
sll0178	COG5635T	#93BF96
sll0888	COG4636S	#C98767
ssr1513	COG1410E	#FF7373
sll0887	COG0312R	#C27E3A
sll0886	COG4783R	#C27E3A
slr0895	COG1309K	#99CCFF
slr0896	COG0534V	#80B584
slr0897	-	#333333
slr0898	COG0155P	#CC3333
slr0899	COG1513P	#CC3333
slr0900	COG0303H	#FFA4A4
slr0901	COG2896H	#FFA4A4
slr0902	COG0315H	#FFA4A4
ssr1527	COG1977H	#FFA4A4
slr0903	COG0314H	#FFA4A4
ssr1528	-	#333333
slr0904	COG0606O	#72FE95
slr0905	COG1032C	#991616
slr0906	-	#333333
slr0907	-	#333333
slr0909	-	#333333
slr0912	-	#333333
slr0913	-	#333333
slr0914	-	#333333
slr0915	-	#333333
slr0918	COG0024J	#0066FF
slr0919	COG3011S	#C98767
slr0920	COG1051F	#FF8E8E
sll0892	COG0853H	#FFA4A4
sll0891	COG0039C	#991616
ssl1690	-	#333333
slr0921	-	#333333
slr0922	COG0193J	#0066FF
slr0923	-	#333333
slr0924	-	#333333
slr0559	COG0683E	#FF7373
sll0556	COG0025P	#CC3333
sll0554	COG4802C	#991616
sll0553	COG0596R	#C27E3A
sll0552	-	#333333
slr0565	COG4243S	#C98767
sll0550	COG0426C	#991616
sll0549	COG0613R	#C27E3A
slr0569	COG1468L	#00FFFF
sll0547	-	#333333
sll0546	COG0023J	#0066FF
sll0545	COG0671I	#FF3333
sll0544	COG1466L	#00FFFF
slr0572	-	#333333
sll0543	-	#333333
ssl1046	-	#333333
slr0573	-	#333333
sgl0001	COG2954S	#C98767
ssl1045	COG2954S	#C98767
slr0574	COG2124Q	#993366
slr0575	-	#333333
sll0542	COG0365I	#FF3333
slr0579	-	#333333
sll0541	COG1398I	#FF3333
slr0580	COG4100P	#CC3333
slr0581	COG3895R	#C27E3A
slr0582	-	#333333
sll0540	COG0226P	#CC3333
sll0539	-	#333333
slr0583	COG0451MG	#D568FD
slr0825	COG1506E	#FF7373
ssr1398	COG0267J	#0066FF
ssr1399	COG0238J	#0066FF
slr0827	COG0787M	#A6CAA9
slr0829	COG3706T	#93BF96
sll0834	COG0659P	#CC3333
sll0833	COG1173EP	#DBBFF7
sll0832	COG0816L	#00FFFF
ssr1407	-	#333333
slr0833	COG0305L	#00FFFF
slr0835	COG0714R	#C27E3A
slr0836	COG1088M	#A6CAA9
ssl1552	-	#333333
sll0830	COG0480J	#0066FF
slr0838	COG0150F	#FF8E8E
sll0829	COG2226H	#FFA4A4
slr0839	COG0276H	#FFA4A4
sll0828	COG0154J	#0066FF
sll0827	-	#333333
slr0841	COG3187O	#72FE95
slr0842	COG2200T	#93BF96
sll0825	COG0617J	#0066FF
ssr1425	-	#333333
slr0844	COG1009CP	#FF86E3
ssl1533	-	#333333
slr0845	-	#333333
sll0823	COG0479C	#991616
sll0822	-	#333333
slr0846	COG1959K	#99CCFF
sll0821	COG2200T	#93BF96
slr0847	COG0669H	#FFA4A4
slr0848	COG3599D	#59955C
slr0072	COG0357M	#A6CAA9
slr0073	COG0643NT	#EAA6EA
sll0088	COG2345K	#99CCFF
slr0074	COG0719O	#72FE95
slr0075	COG0396O	#72FE95
slr0076	COG0719O	#72FE95
slr0077	COG0520E	#FF7373
sll0086	COG0003P	#CC3333
sll0085	-	#333333
sll0084	COG0241E	#FF7373
sll0083	COG0279G	#FF5353
slr0078	COG0720H	#FFA4A4
slr0079	COG2804NU	#FF97E8
sll0082	-	#333333
slr0080	COG0328L	#00FFFF
slr0081	COG0745TK	#C4ABFE
slr0082	COG0621J	#0066FF
slr0083	COG0513LKJ	#F206FF
sll0080	COG0002E	#FF7373
slr0084	COG0118E	#FF7373
sll0078	COG0441J	#0066FF
slr0086	COG0443O	#72FE95
slr0088	COG1233Q	#993366
slr0089	COG2226H	#FFA4A4
slr0090	COG3185ER	#B89AFE
slr0091	COG1012C	#991616
slr0092	COG0463M	#A6CAA9
slr0093	COG0484O	#72FE95
slr0095	COG4122R	#C27E3A
slr0096	COG0659P	#CC3333
slr0498	-	#333333
sll0489	COG1131V	#80B584
slr0500	COG0131E	#FF7373
sll0488	COG4636S	#C98767
sll0487	COG2227H	#FFA4A4
sll0486	-	#333333
sll0485	COG2197TK	#C4ABFE
sll0484	COG1136V	#80B584
slr0502	COG0523R	#C27E3A
slr0503	-	#333333
slr0505	COG0823U	#4BFE78
slr0506	COG4221R	#C27E3A
sll0482	COG3675I	#FF3333
sll0481	-	#333333
sll0480	COG0436E	#FF7373
slr0509	COG0586S	#C98767
slr0510	COG3264M	#A6CAA9
ssr0871	COG5659L	#00FFFF
slr0511	COG3293L	#00FFFF
sll0479	COG0848U	#4BFE78
sll0478	COG0848U	#4BFE78
sll0477	COG0811U	#4BFE78
slr0513	COG1840P	#CC3333
slr0514	-	#333333
slr0516	COG1357S	#C98767
sll0474	COG0642T	#93BF96
sll0473	COG0715P	#CC3333
slr0517	COG0456R	#C27E3A
slr0518	-	#333333
slr0519	COG1828F	#FF8E8E
slr0520	COG0047F	#FF8E8E
slr0521	-	#333333
slr0522	-	#333333
sll0471	-	#333333
sll0470	-	#333333
sll0469	COG0462FE	#FF7DFF
slr0523	COG0132H	#FFA4A4
sll0467	COG0809J	#0066FF
sll0597	COG0628R	#C27E3A
sll0596	COG1402R	#C27E3A
sll0595	-	#333333
sll0594	COG0664T	#93BF96
sll0593	COG0837G	#FF5353
slr0615	COG1132V	#80B584
slr0616	COG2814G	#FF5353
ssr1038	-	#333333
slr0617	COG0038P	#CC3333
sll0590	COG3264M	#A6CAA9
slr0618	COG1492H	#FFA4A4
slr0619	COG2159R	#C27E3A
ssr1041	COG0633C	#991616
sll0588	-	#333333
sll0587	COG0469G	#FF5353
sll0586	COG2081R	#C27E3A
slr0623	COG3118O	#72FE95
sll0585	COG4448E	#FF7373
sll0584	-	#333333
slr0624	COG0381M	#A6CAA9
slr0625	COG0786E	#FF7373
sll0109	COG4401E	#FF7373
slr0626	COG0463M	#A6CAA9
slr0099	COG5659L	#00FFFF
sll0108	COG0004P	#CC3333
sll0107	COG0800G	#FF5353
slr0103	-	#333333
slr0104	COG1480R	#C27E3A
sll0103	COG2304R	#C27E3A
sll0102	-	#333333
slr0105	COG1192D	#59955C
slr0106	-	#333333
sll0101	-	#333333
sll0100	COG1473R	#C27E3A
sll0099	COG2241H	#FFA4A4
sll0098	COG0820R	#C27E3A
slr0108	-	#333333
slr0109	COG0668M	#A6CAA9
sll0096	COG0702MG	#D568FD
sll0095	COG0661R	#C27E3A
sll0094	COG0642T	#93BF96
slr0110	COG1192D	#59955C
slr0111	-	#333333
slr0112	-	#333333
slr0114	COG2208TK	#C4ABFE
slr0115	COG0745TK	#C4ABFE
slr0116	-	#333333
ssl0172	COG5659L	#00FFFF
